,Unnamed: 0.1,Unnamed: 0,index,Datetime,Longitude,Latitude,SPEED,delta_time,position1,position2,road_one,road_two,road_two_type,road_one_type
112213,112213,112213,0,2023-07-13 17:32:11,117.5795146,39.1079784,0.0,0.0,1.0,1.0,港城大道,港城大道,primary,primary
112214,112214,112214,1,2023-07-13 17:32:12,117.5796314,39.1079095,0.0,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112215,112215,112215,2,2023-07-13 17:32:13,117.5795781,39.10799,0.0,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112216,112216,112216,3,2023-07-13 17:32:14,117.5796152,39.108015,0.0,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112217,112217,112217,4,2023-07-13 17:32:15,117.5796033,39.1079783,0.0,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112218,112218,112218,5,2023-07-13 17:32:16,117.5795762,39.1079787,0.0,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112219,112219,112219,6,2023-07-13 17:32:17,117.5795515,39.1079801,0.0,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112220,112220,112220,7,2023-07-13 17:32:18,117.5795283,39.1079826,0.0,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112221,112221,112221,8,2023-07-13 17:32:19,117.5795016,39.1079847,1.4,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112222,112222,112222,9,2023-07-13 17:32:20,117.5794798,39.107981,1.4,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112223,112223,112223,10,2023-07-13 17:32:21,117.5794818,39.1079841,2.0,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112224,112224,112224,11,2023-07-13 17:32:22,117.5794734,39.10798455,2.55,1.5,1.0,1.0,港城大道,港城大道,primary,primary
112225,112225,112225,12,2023-07-13 17:32:23,117.579465,39.107985,3.1,2.0,1.0,1.0,港城大道,港城大道,primary,primary
112226,112226,112226,13,2023-07-13 17:32:24,117.5794481,39.1079852,4.4,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112227,112227,112227,14,2023-07-13 17:32:25,117.5794293,39.1079807,5.3,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112228,112228,112228,15,2023-07-13 17:32:26,117.5794053,39.1079752,6.6,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112229,112229,112229,16,2023-07-13 17:32:27,117.5793753,39.1079714,8.5,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112230,112230,112230,17,2023-07-13 17:32:28,117.5793302,39.1079667,11.4,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112231,112231,112231,18,2023-07-13 17:32:29,117.5792653,39.1079583,15.0,1.0,1.0,1.0,港城大道,港城大道,primary,primary
112232,112232,112232,19,2023-07-13 17:32:30,117.5791774,39.1079465,19.2,1.0,1.0,1.0,港城大道,港城大道,primary,primary
