,Unnamed: 0.1,Unnamed: 0,index,Datetime,Longitude,Latitude,SPEED,delta_time,position1,position2,road_one,road_two,road_two_type,road_one_type
53403,53403,53403,0,2023-07-04 18:18:24,117.1434813,39.0914493,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53404,53404,53404,1,2023-07-04 18:18:25,117.1433653,39.0913828,0.7,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53405,53405,53405,2,2023-07-04 18:18:26,117.1433389,39.0913751,2.2,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53406,53406,53406,3,2023-07-04 18:18:27,117.1433104,39.0913692,2.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53407,53407,53407,4,2023-07-04 18:18:28,117.1432774,39.0913597,2.5,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53408,53408,53408,5,2023-07-04 18:18:29,117.1432806,39.0913734,2.7,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53409,53409,53409,6,2023-07-04 18:18:30,117.1432394,39.091355,2.9,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53410,53410,53410,7,2023-07-04 18:18:31,117.1432156,39.091347,2.2,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53411,53411,53411,8,2023-07-04 18:18:32,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53412,53412,53412,9,2023-07-04 18:18:33,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53413,53413,53413,10,2023-07-04 18:18:34,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53414,53414,53414,11,2023-07-04 18:18:35,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53415,53415,53415,12,2023-07-04 18:18:36,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53416,53416,53416,13,2023-07-04 18:18:37,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53417,53417,53417,14,2023-07-04 18:18:38,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53418,53418,53418,15,2023-07-04 18:18:39,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53419,53419,53419,16,2023-07-04 18:18:40,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53420,53420,53420,17,2023-07-04 18:18:41,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53421,53421,53421,18,2023-07-04 18:18:42,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53422,53422,53422,19,2023-07-04 18:18:43,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53423,53423,53423,20,2023-07-04 18:18:44,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53424,53424,53424,21,2023-07-04 18:18:45,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53425,53425,53425,22,2023-07-04 18:18:46,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53426,53426,53426,23,2023-07-04 18:18:47,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53427,53427,53427,24,2023-07-04 18:18:48,117.1432156,39.091347,0.7,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53428,53428,53428,25,2023-07-04 18:18:49,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53429,53429,53429,26,2023-07-04 18:18:50,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53430,53430,53430,27,2023-07-04 18:18:51,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53431,53431,53431,28,2023-07-04 18:18:52,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
53432,53432,53432,29,2023-07-04 18:18:53,117.1432156,39.091347,0.0,1.0,1.0,1.0,红旗南路,红旗南路,secondary,secondary
