FID,osm_id,name,ref,type,oneway,bridge,maxspeed
0,24634909.000000000000000,梅江南道, ,unclassified,0,0,0
1,24634912.000000000000000,气象台路, ,secondary,1,0,0
2,24635066.000000000000000,第三大街, ,tertiary,0,0,0
3,24635068.000000000000000, , ,secondary_link,1,0,0
4,24635069.000000000000000,新港四号路,G103,trunk,1,0,0
5,24636627.000000000000000,马场道, ,tertiary,1,0,0
6,24636637.000000000000000,机场大道, ,primary,1,0,0
7,24636640.000000000000000,海泰南北大街, ,secondary,1,0,0
8,24850058.000000000000000, , ,secondary,1,0,0
9,24850059.000000000000000,十一经路, ,primary,1,0,0
10,24850456.000000000000000,华捷道, ,tertiary,1,0,0
11,24850457.000000000000000, , ,residential,0,0,0
12,24850458.000000000000000,新泰路辅路, ,tertiary,1,0,0
13,24866866.000000000000000,贵阳路, ,tertiary,1,0,0
14,24868277.000000000000000,东二经路, ,residential,1,0,0
15,24868301.000000000000000, , ,residential,0,0,0
16,24868412.000000000000000,和平路, ,secondary,1,0,0
17,24908197.000000000000000,国家庄街, ,tertiary,0,0,0
18,24910281.000000000000000,南海路, ,primary,1,0,0
19,25093040.000000000000000,泰达大街, ,primary,1,0,0
20,25093042.000000000000000,京津塘高速,S40;AH3,motorway,1,1,0
21,25093044.000000000000000, , ,primary,1,0,0
22,25093045.000000000000000, , ,primary,1,0,0
23,25093046.000000000000000, , ,primary,1,0,0
24,25093048.000000000000000, , ,primary,1,0,0
25,25093049.000000000000000, , ,primary,1,0,0
26,25093050.000000000000000,河北路, ,primary,1,1,0
27,25093051.000000000000000,河北路, ,primary,1,0,0
28,25093052.000000000000000, , ,primary,1,0,0
29,25093053.000000000000000, , ,primary,1,0,0
30,25093054.000000000000000, , ,primary,1,0,0
31,25093056.000000000000000,上海道, ,secondary,1,0,0
32,25167393.000000000000000,曲阜道, ,primary,1,0,0
33,25167395.000000000000000,南京路, ,primary,1,0,0
34,25167398.000000000000000,西马路, ,primary,1,0,0
35,25167400.000000000000000,北马路, ,primary,1,0,0
36,25167401.000000000000000,通北路, ,primary,1,0,0
37,25167403.000000000000000,狮子林桥, ,primary,1,1,0
38,25168257.000000000000000,成都道, ,tertiary,1,0,0
39,25168261.000000000000000,气象台路, ,secondary,1,0,0
40,25201789.000000000000000,律纬路, ,secondary,1,0,0
41,25203897.000000000000000,荣安大街, ,residential,1,0,0
42,25203900.000000000000000,山西路, ,residential,1,0,0
43,25203905.000000000000000,南京路, ,secondary,1,0,0
44,25204755.000000000000000,红旗南路, ,primary,1,1,0
45,25204758.000000000000000,复康路, ,primary,1,1,0
46,25204759.000000000000000,吴家窑大街, ,primary,1,0,0
47,25204760.000000000000000,围堤道, ,primary,1,0,0
48,25205090.000000000000000,津汉公路,S103,primary,1,1,0
49,25285915.000000000000000, , ,primary,1,0,0
50,25285917.000000000000000,华昌道, ,primary,1,0,0
51,25285919.000000000000000,新浦路, ,residential,0,0,0
52,25285921.000000000000000, , ,tertiary,1,0,0
53,25285924.000000000000000,华兴道, ,secondary,1,0,0
54,28432090.000000000000000,六经路, ,tertiary,0,0,0
55,28432092.000000000000000,七纬路, ,tertiary,1,0,0
56,28432099.000000000000000,海河东路, ,secondary,1,0,0
57,28432100.000000000000000,新兆路, ,tertiary,1,0,0
58,28668921.000000000000000,七纬路, ,tertiary,1,1,0
59,32803936.000000000000000,京津塘高速, ,motorway,1,0,0
60,32894846.000000000000000,鞍山西道, ,secondary,1,0,0
61,32894878.000000000000000,鞍山道, ,secondary,1,0,0
62,32982016.000000000000000,西湖道, ,secondary,1,0,0
63,33741190.000000000000000, , ,secondary,1,0,0
64,33742597.000000000000000,珠江道, ,secondary,1,0,0
65,33760546.000000000000000,纬三道,S308,primary,1,0,0
66,33760985.000000000000000,津滨大道, ,trunk,1,1,0
67,33760994.000000000000000,津滨大道, ,trunk,1,0,0
68,33776831.000000000000000,津汉公路, ,motorway_link,1,1,0
69,33776868.000000000000000,九华山路, ,tertiary,1,0,0
70,33777818.000000000000000,汽车园南路, ,unclassified,0,0,0
71,33778576.000000000000000,中环西路, ,secondary,1,0,0
72,33778699.000000000000000, , ,secondary,1,0,0
73,33779927.000000000000000,紫金山路, ,secondary,1,0,0
74,33808106.000000000000000,子牙河南路, ,secondary_link,1,0,0
75,33808107.000000000000000,福安大街, ,secondary,1,0,0
76,33808265.000000000000000,南门外大街, ,primary,1,0,0
77,33809059.000000000000000,黑牛城道, ,trunk,1,1,0
78,33810623.000000000000000,白堤路, ,secondary,1,0,0
79,33810672.000000000000000,白堤路, ,secondary,1,0,0
80,33811033.000000000000000,水上公园东路, ,secondary,1,0,0
81,33869836.000000000000000,郁江道, ,secondary,1,0,0
82,33869844.000000000000000,洞庭路, ,secondary,1,0,0
83,33869976.000000000000000,潭江道, ,tertiary,1,0,0
84,34047272.000000000000000,太湖路, ,tertiary,1,0,0
85,34047282.000000000000000,古海道, ,tertiary,1,0,0
86,34047285.000000000000000,台儿庄路, ,tertiary,1,0,0
87,34056283.000000000000000,解放南路, ,primary,1,1,0
88,34056298.000000000000000,南北大街, ,tertiary,0,0,0
89,34091162.000000000000000,直沽桥, ,secondary,1,0,0
90,34091167.000000000000000,直沽桥, ,secondary,1,1,0
91,34091170.000000000000000,直沽桥, ,secondary,1,1,0
92,34091171.000000000000000,大直沽西路, ,secondary,1,0,0
93,34319174.000000000000000,解放南路, ,secondary,1,0,0
94,34319328.000000000000000,胜利路, ,secondary,1,0,0
95,34319331.000000000000000,新广路, ,primary,1,0,0
96,34319354.000000000000000,建国道, ,secondary,1,0,0
97,34319360.000000000000000,平安街, ,secondary,1,0,0
98,34319489.000000000000000,民主道, ,residential,0,0,0
99,34319509.000000000000000, , ,tertiary,0,0,0
100,34319529.000000000000000,海河东路, ,residential,1,0,0
101,34319545.000000000000000,博爱道, ,tertiary,1,0,0
102,34319701.000000000000000,曲阜道, ,primary,1,0,0
103,34319786.000000000000000,湖北路, ,residential,1,0,0
104,34319789.000000000000000,香港路, ,residential,1,0,0
105,34319836.000000000000000, , ,trunk_link,1,1,0
106,34321479.000000000000000,民族路, ,tertiary,1,0,0
107,34321492.000000000000000,进步道, ,secondary,1,0,0
108,34321585.000000000000000,保定道, ,tertiary,1,0,0
109,34322675.000000000000000, , ,trunk_link,1,0,0
110,34322838.000000000000000,昆仑路, ,trunk_link,1,1,0
111,34323066.000000000000000,红星路, ,trunk_link,1,0,0
112,34363098.000000000000000,中环线, ,primary_link,1,1,0
113,34364765.000000000000000,幸福道, ,tertiary,0,0,0
114,34364856.000000000000000,太仓道, ,tertiary,0,0,0
115,34364865.000000000000000,江都路, ,tertiary,0,0,0
116,34364867.000000000000000,靖江路, ,secondary,1,0,0
117,34364893.000000000000000,靖江桥, ,secondary,1,1,0
118,34365000.000000000000000,靖江路, ,secondary,1,0,0
119,34365249.000000000000000,金沙江路, ,tertiary,0,0,0
120,34369846.000000000000000,九连山路, ,residential,0,0,0
121,34369847.000000000000000,梅江道, ,tertiary,1,0,0
122,34545587.000000000000000, , ,unclassified,0,0,0
123,34545591.000000000000000,含章路, ,unclassified,0,0,0
124,34545593.000000000000000,东二道, ,unclassified,0,0,0
125,34545595.000000000000000, , ,unclassified,0,0,0
126,34545598.000000000000000,健行路, ,unclassified,0,0,0
127,34545602.000000000000000,元晖路, ,unclassified,0,0,0
128,34545650.000000000000000,厚德路, ,unclassified,0,0,0
129,34545676.000000000000000, , ,unclassified,0,0,0
130,34545727.000000000000000,中环西路, ,tertiary,0,0,0
131,34545731.000000000000000,汽车园中路, ,unclassified,0,0,0
132,34545748.000000000000000,中心大道, ,primary,0,0,0
133,34545772.000000000000000,环河北路, ,tertiary,0,0,0
134,34545775.000000000000000,汽车园东路, ,unclassified,0,0,0
135,34545782.000000000000000,环河北路, ,tertiary,1,0,0
136,34545791.000000000000000,环河北路, ,tertiary,1,0,0
137,34545802.000000000000000,中心大道, ,primary,1,0,0
138,34545820.000000000000000,港城大道,S308,primary,1,0,0
139,34546505.000000000000000,卫国道, ,primary,1,0,0
140,34546632.000000000000000,昆仑路, ,trunk,1,1,0
141,34546643.000000000000000, , ,trunk_link,1,0,0
142,34546661.000000000000000, , ,trunk_link,1,0,0
143,34546668.000000000000000,卫国道, ,primary,1,0,0
144,34546715.000000000000000,昆仑路辅路, ,trunk_link,1,1,0
145,34546750.000000000000000,昆仑路辅路, ,trunk_link,1,1,0
146,34546763.000000000000000,昆仑路, ,trunk,1,0,0
147,34546824.000000000000000,卫国道, ,trunk_link,1,1,0
148,34546923.000000000000000,昆仑路, ,trunk,1,1,0
149,34580065.000000000000000,昆仑路, ,trunk,1,0,0
150,34580074.000000000000000,昆仑路, ,trunk,1,1,0
151,34744534.000000000000000,机场一号路, ,tertiary,0,0,0
152,34744795.000000000000000, , ,trunk_link,1,1,0
153,34748600.000000000000000,广东路, ,secondary,1,0,0
154,34748632.000000000000000,爱国道, ,residential,0,0,0
155,34748642.000000000000000,广东路, ,secondary,1,1,0
156,34748643.000000000000000,广东路, ,secondary,1,0,0
157,34748644.000000000000000,广东路, ,secondary,1,0,0
158,34748702.000000000000000,大沽南路 Da Gu Nan Lu, ,primary,1,1,0
159,34748708.000000000000000,大沽南路, ,primary,1,0,0
160,34748948.000000000000000,重庆道, ,residential,0,0,0
161,34749223.000000000000000,马场道, ,secondary,1,0,0
162,34749224.000000000000000,马场道, ,secondary,1,1,0
163,34863436.000000000000000,大光明桥, ,primary,1,1,0
164,34863437.000000000000000,大光明桥, ,primary,1,1,0
165,34863444.000000000000000,十一经路, ,trunk_link,1,1,0
166,34863461.000000000000000, , ,trunk_link,1,1,0
167,34863466.000000000000000,万全道, ,tertiary,1,0,0
168,34994584.000000000000000,富民路, ,secondary,1,1,0
169,34995198.000000000000000,新华路, ,tertiary,0,0,0
170,34995474.000000000000000,新环路, ,tertiary,0,0,0
171,34995552.000000000000000, , ,secondary,1,1,0
172,34995564.000000000000000,李公楼桥, ,primary,1,1,0
173,34995577.000000000000000,赤峰桥, ,secondary,1,1,0
174,34995748.000000000000000,琼州道, ,tertiary,1,0,0
175,34995990.000000000000000,光华桥, ,primary,1,1,0
176,34995992.000000000000000,昆仑路, ,trunk,1,1,0
177,35972324.000000000000000, , ,unclassified,0,0,0
178,35972327.000000000000000, , ,service,1,0,0
179,35972384.000000000000000,隆昌南路, ,secondary,1,0,0
180,35972385.000000000000000, , ,residential,0,0,0
181,35972417.000000000000000,重庆道, ,residential,0,0,0
182,35972418.000000000000000,河北路, ,tertiary,1,0,0
183,35976489.000000000000000,京津高速,S30;S3301,motorway,1,0,0
184,35976636.000000000000000,赤峰道, ,residential,1,0,0
185,38366667.000000000000000,春光路, ,tertiary,0,0,0
186,40348366.000000000000000,领世路, ,tertiary,0,0,0
187,40348367.000000000000000,领世一大道, ,residential,0,0,0
188,40348368.000000000000000, , ,residential,0,0,0
189,40348369.000000000000000,领世路, ,tertiary,1,0,0
190,40348371.000000000000000,领世路, ,tertiary,1,0,0
191,40883659.000000000000000,利民道, ,tertiary,1,0,0
192,40883900.000000000000000,福建路, ,residential,0,0,0
193,40884549.000000000000000,领世环路, ,tertiary,0,0,0
194,40885471.000000000000000,台儿庄路, ,tertiary,1,0,0
195,42433872.000000000000000,昆仑路辅路, ,trunk_link,1,1,0
196,42433873.000000000000000,昆仑路, ,trunk,1,1,0
197,42707697.000000000000000,京津塘高速,S40;AH3,motorway,1,0,0
198,42707700.000000000000000,京津塘高速,S40;AH3,motorway,1,0,0
199,42707802.000000000000000,津神线,G336,trunk,0,0,0
200,42707873.000000000000000,山深线;克黄线,G205;G233,trunk,1,0,0
201,42707884.000000000000000,卫津南路, ,primary,1,0,0
202,42707886.000000000000000,团泊大桥,G205;G233,trunk,1,1,0
203,42707959.000000000000000,长深高速,G25,motorway,1,1,0
204,42707960.000000000000000,长深高速,G25,motorway,1,1,0
205,42710032.000000000000000,津晋高速,S50,motorway,1,1,0
206,42710069.000000000000000, , ,motorway_link,1,1,0
207,42710072.000000000000000,津晋高速,S50,motorway,1,0,0
208,42710081.000000000000000,津晋高速,S50,motorway,1,1,0
209,42710082.000000000000000, , ,motorway_link,1,0,0
210,42710087.000000000000000, , ,motorway_link,0,0,0
211,42710089.000000000000000, , ,motorway_link,1,1,0
212,42710090.000000000000000, , ,motorway_link,1,0,0
213,42710093.000000000000000,港塘公路,S206,primary,0,1,0
214,42710627.000000000000000, , ,unclassified,0,0,0
215,42710629.000000000000000, , ,primary,0,0,0
216,42710715.000000000000000,静海北环线, ,primary,1,0,0
217,42710720.000000000000000, , ,primary,1,0,0
218,42710727.000000000000000,津文线,S116,primary,0,0,0
219,42710732.000000000000000, , ,motorway_link,1,1,0
220,42710734.000000000000000, , ,motorway_link,1,1,0
221,42710735.000000000000000, , ,motorway_link,1,0,0
222,42710744.000000000000000, , ,motorway_link,1,0,0
223,42710747.000000000000000, , ,motorway_link,1,0,0
224,42710752.000000000000000,津沧高速,S3305,motorway,1,0,0
225,42710765.000000000000000, , ,motorway_link,1,0,0
226,42710768.000000000000000,津沧高速,S3305,motorway,1,0,0
227,42710771.000000000000000, , ,motorway_link,1,0,0
228,42710772.000000000000000, , ,motorway_link,1,1,0
229,42710773.000000000000000, , ,motorway_link,1,1,0
230,42710774.000000000000000, , ,motorway_link,1,0,0
231,42710856.000000000000000,津沧高速,S3305,motorway,1,1,0
232,42710857.000000000000000,津沧高速,S3305,motorway,1,1,0
233,42710863.000000000000000,津沧高速,S3305,motorway,1,0,0
234,42710876.000000000000000,津沧高速,S3305,motorway,1,1,0
235,42710877.000000000000000,津沧高速,S3305,motorway,1,0,0
236,42710899.000000000000000,Jin Lai Expressway,S109,primary,1,0,0
237,42710954.000000000000000, , ,secondary,0,0,0
238,42711006.000000000000000,京福支线,S228,primary,1,0,0
239,42711008.000000000000000,津沧高速,S3305,motorway,1,0,0
240,42711280.000000000000000,荣乌高速,G18,motorway,1,1,0
241,42711282.000000000000000,荣乌高速,G18,motorway,1,1,0
242,42711283.000000000000000,荣乌高速,G18,motorway,1,0,0
243,42711296.000000000000000,荣乌高速,G18,motorway,1,0,0
244,42711297.000000000000000,荣乌高速,G18,motorway,1,1,0
245,42711298.000000000000000,荣乌高速,G18,motorway,1,0,0
246,42711299.000000000000000,荣乌高速,G18,motorway,1,1,0
247,42711328.000000000000000,天华路, ,tertiary,0,0,0
248,42711331.000000000000000,天华路, ,tertiary,0,1,0
249,42711334.000000000000000,天华路, ,tertiary,0,0,0
250,42711335.000000000000000,天华路, ,tertiary,0,1,0
251,42711337.000000000000000,天华路, ,tertiary,0,0,0
252,42711341.000000000000000,天华路, ,tertiary,0,0,0
253,42711343.000000000000000,天华路, ,tertiary,0,1,0
254,42711377.000000000000000, , ,motorway_link,1,1,0
255,42711378.000000000000000, , ,motorway_link,1,0,0
256,42711379.000000000000000, , ,motorway_link,1,0,0
257,42711388.000000000000000, , ,motorway_link,1,1,0
258,42711411.000000000000000, , ,motorway_link,1,0,0
259,42711457.000000000000000, , ,motorway_link,1,0,0
260,42711493.000000000000000, , ,motorway_link,1,0,0
261,42711505.000000000000000, , ,motorway_link,1,0,0
262,42711512.000000000000000, , ,motorway_link,1,0,0
263,42711515.000000000000000, , ,motorway_link,1,0,0
264,42711517.000000000000000, , ,motorway_link,1,0,0
265,42711523.000000000000000,祥和大道, ,primary,1,0,0
266,42711532.000000000000000,营建路, ,primary,1,0,0
267,42712143.000000000000000,京滨线,G103,trunk,1,1,0
268,42712334.000000000000000,长深高速公路,G25,motorway,1,0,0
269,42712354.000000000000000,津汉复线,X411,secondary,0,0,0
270,42712355.000000000000000,津汉复线,X411,secondary,0,1,0
271,42712368.000000000000000,津汉复线,X411,secondary,0,0,0
272,42712376.000000000000000, , ,unclassified,0,0,0
273,42712384.000000000000000,紫东街,G228,trunk,1,0,0
274,42712385.000000000000000,紫东街,G228,trunk,1,1,0
275,42712543.000000000000000,长深高速,G25,motorway,1,1,0
276,42712548.000000000000000,长深高速,G25,motorway,1,1,0
277,42722682.000000000000000,河北路, ,primary,1,1,0
278,42722719.000000000000000, , ,primary,1,0,0
279,42722723.000000000000000,河北路, ,primary,1,0,0
280,44836947.000000000000000,新华路, ,secondary,1,0,0
281,44836948.000000000000000,泰达大街, ,primary,1,1,0
282,44836949.000000000000000,泰达大街, ,primary,1,0,0
283,44836950.000000000000000,东江路, ,secondary,1,0,0
284,44836951.000000000000000,福州道, ,secondary,1,0,0
285,44836952.000000000000000, , ,unclassified,0,0,0
286,44836953.000000000000000,中心北路, ,secondary,1,0,0
287,44836955.000000000000000,广州道, ,tertiary,0,0,0
288,44836957.000000000000000,抗震道, ,tertiary,0,0,0
289,44836958.000000000000000,徐州道, ,tertiary,0,0,0
290,44837030.000000000000000,黄海路, ,secondary,1,0,0
291,44837031.000000000000000,黄海路辅路, ,trunk_link,1,0,0
292,44837035.000000000000000,大连东道, ,secondary,1,1,0
293,44837036.000000000000000,大连东道, ,secondary,1,1,0
294,44837039.000000000000000,东江路, ,secondary,1,1,0
295,44837040.000000000000000,新华路, ,secondary,1,1,0
296,44837041.000000000000000,东江路, ,secondary,1,1,0
297,44837043.000000000000000,东江路, ,secondary,1,1,0
298,44837045.000000000000000, , ,secondary_link,1,1,0
299,44837047.000000000000000, , ,secondary_link,1,1,0
300,44837049.000000000000000, , ,secondary_link,1,1,0
301,44837052.000000000000000, , ,secondary_link,1,1,0
302,44837054.000000000000000, , ,secondary_link,1,1,0
303,44837061.000000000000000, , ,secondary_link,1,1,0
304,44843134.000000000000000,新华路, ,secondary,1,1,0
305,44843135.000000000000000,新华路, ,residential,1,0,0
306,44843136.000000000000000,东江路, ,secondary,1,0,0
307,44843137.000000000000000,东江路, ,secondary,1,1,0
308,44843139.000000000000000,第一大街, ,tertiary,0,0,0
309,44843140.000000000000000,洞庭路, ,secondary,1,0,0
310,44843141.000000000000000,洞庭路, ,secondary,1,0,0
311,44843142.000000000000000,翠园东路, ,unclassified,1,0,0
312,44843143.000000000000000,恂园南街, ,unclassified,0,0,0
313,44843144.000000000000000,恂园西路, ,unclassified,0,0,0
314,44843147.000000000000000,第三大街, ,tertiary,0,0,0
315,44843148.000000000000000, , ,secondary,1,0,0
316,44843150.000000000000000, , ,secondary,1,0,0
317,44843156.000000000000000,泰达大街, ,primary,1,0,0
318,44843157.000000000000000,泰达大街, ,primary,1,1,0
319,44843158.000000000000000, , ,primary_link,1,0,0
320,44843160.000000000000000, , ,unclassified,0,0,0
321,44843161.000000000000000,捷达路, ,unclassified,0,0,0
322,44843162.000000000000000,泰达大街, ,primary,1,1,0
323,44843164.000000000000000, , ,primary,1,0,0
324,44843165.000000000000000, , ,secondary,1,0,0
325,44843166.000000000000000,泰达大街, ,primary,1,0,0
326,44843168.000000000000000,泰达大街, ,primary,1,1,0
327,44843169.000000000000000, , ,secondary,1,0,0
328,44843170.000000000000000,黄海路, ,primary,1,0,0
329,44843172.000000000000000,黄海路, ,secondary,1,0,0
330,44843175.000000000000000,杭州道, ,secondary,1,0,0
331,44843177.000000000000000,晓园街, ,unclassified,0,0,0
332,44843178.000000000000000,第二大街, ,secondary,1,0,0
333,44844045.000000000000000, , ,unclassified,0,0,0
334,44844053.000000000000000,泰达大街, ,primary,1,0,0
335,44844057.000000000000000, , ,unclassified,1,0,0
336,44844061.000000000000000,泰达大街辅路,S215,secondary,1,0,0
337,44845027.000000000000000, , ,unclassified,0,0,0
338,44845028.000000000000000,第一大街, ,unclassified,0,0,0
339,44845029.000000000000000,晓园街, ,unclassified,0,0,0
340,44845030.000000000000000,黄海路辅路, ,trunk_link,1,0,0
341,44845032.000000000000000,学校大街, ,tertiary,1,0,0
342,44847151.000000000000000,巢湖路, ,tertiary,0,0,0
343,44847153.000000000000000,新城西路, ,tertiary,0,0,0
344,44847154.000000000000000,发达街, ,tertiary,0,0,0
345,44847155.000000000000000,广达街, ,tertiary,0,0,0
346,44847158.000000000000000, , ,unclassified,0,0,0
347,44847160.000000000000000, , ,unclassified,0,0,0
348,44847161.000000000000000,广达街, ,unclassified,0,0,0
349,44847162.000000000000000, , ,residential,0,0,0
350,44847163.000000000000000,北海西路, ,tertiary,0,0,0
351,44847166.000000000000000,广场东路, ,tertiary,0,0,0
352,44847167.000000000000000,广场东路, ,residential,0,0,0
353,44847168.000000000000000,广场西路, ,residential,0,0,0
354,44847169.000000000000000,第一大街, ,tertiary,1,0,0
355,44847171.000000000000000,发达街, ,tertiary,0,0,0
356,44847172.000000000000000,新城东路, ,secondary,0,0,0
357,44847173.000000000000000,宏达街, ,tertiary,1,0,0
358,44847174.000000000000000,北海东路, ,unclassified,0,0,0
359,44847176.000000000000000,太湖西路, ,tertiary,0,0,0
360,44847178.000000000000000,太湖西路, ,tertiary,0,0,0
361,44847180.000000000000000,北海路, ,primary,1,0,0
362,44847184.000000000000000, , ,primary,1,0,0
363,44847185.000000000000000,欣达街, ,tertiary,0,0,0
364,44848949.000000000000000, , ,primary_link,1,0,0
365,44848951.000000000000000, , ,primary_link,1,1,0
366,44848954.000000000000000, , ,primary_link,1,0,0
367,44848956.000000000000000, , ,primary_link,1,1,0
368,44848957.000000000000000, , ,primary_link,1,0,0
369,44848958.000000000000000, , ,primary_link,1,0,0
370,44848967.000000000000000,第五大街, ,secondary,0,0,0
371,44848968.000000000000000,花园路, ,tertiary,0,0,0
372,44848969.000000000000000, , ,unclassified,0,0,0
373,44848971.000000000000000, , ,residential,0,0,0
374,44848972.000000000000000, , ,residential,1,0,0
375,44848973.000000000000000, , ,residential,1,0,0
376,44848974.000000000000000,翔实路, ,tertiary,1,0,0
377,44848975.000000000000000,鲲鹏街, ,tertiary,0,0,0
378,44848976.000000000000000, , ,unclassified,0,0,0
379,44848978.000000000000000,腾飞路, ,tertiary,1,0,0
380,44848979.000000000000000,展望路, ,tertiary,1,0,0
381,44848980.000000000000000, , ,tertiary,0,0,0
382,44848981.000000000000000,盛达街, ,tertiary,0,0,0
383,44848982.000000000000000, , ,unclassified,0,0,0
384,44848983.000000000000000, , ,unclassified,0,0,0
385,44848986.000000000000000,韶山路, ,tertiary,0,0,0
386,44848988.000000000000000,望达街, ,tertiary,0,0,0
387,44848990.000000000000000,洞庭路, ,secondary,1,0,0
388,44848991.000000000000000,洞庭路, ,residential,0,0,0
389,44848993.000000000000000, , ,unclassified,0,0,0
390,46678509.000000000000000,营建路, ,primary,1,1,0
391,46678510.000000000000000,营建路, ,primary,1,0,0
392,46678512.000000000000000,营建路, ,primary,1,0,0
393,46678513.000000000000000,营建路, ,primary,1,1,0
394,46678514.000000000000000, , ,motorway_link,1,0,0
395,46678517.000000000000000,营建路, ,primary,1,0,0
396,46678521.000000000000000,Yingjian Lu, ,primary,1,1,0
397,46678526.000000000000000,Yingjian Lu, ,primary,1,1,0
398,46678527.000000000000000,营建路, ,primary,1,0,0
399,46678579.000000000000000,辛口大道, ,primary,1,0,0
400,46678757.000000000000000,津沧高速,S3305,motorway,1,1,0
401,46678758.000000000000000,津沧高速,S3305,motorway,1,0,0
402,46678759.000000000000000,津沧高速,S3305,motorway,1,1,0
403,46678760.000000000000000,津沧高速,S3305,motorway,1,0,0
404,46678810.000000000000000, , ,motorway_link,1,0,0
405,46678813.000000000000000,张家窝互通, ,motorway_link,1,1,0
406,46678829.000000000000000,津沧高速,S3305,motorway,1,1,0
407,46678830.000000000000000,津沧高速,S3305,motorway,1,1,0
408,46678831.000000000000000,津沧高速,S3305,motorway,1,0,0
409,46678832.000000000000000,津沧高速,S3305,motorway,1,0,0
410,46678877.000000000000000, , ,motorway_link,1,1,0
411,46678881.000000000000000, , ,motorway_link,1,0,0
412,46678883.000000000000000,张家窝互通, ,motorway_link,1,0,0
413,46678893.000000000000000, , ,motorway_link,1,0,0
414,46678895.000000000000000, , ,motorway_link,1,1,0
415,46678896.000000000000000,张家窝互通, ,motorway_link,1,0,0
416,46678977.000000000000000, , ,motorway_link,1,1,0
417,46678980.000000000000000,张家窝互通, ,motorway_link,1,0,0
418,46678990.000000000000000,张家窝互通, ,motorway_link,1,0,0
419,46678997.000000000000000,荣乌高速,G18,motorway,1,0,0
420,46678998.000000000000000,荣乌高速,G18,motorway,1,0,0
421,46679003.000000000000000,荣乌高速,G18,motorway,1,1,0
422,46679016.000000000000000,荣乌高速,G18,motorway,1,1,0
423,46679073.000000000000000, , ,motorway_link,1,1,0
424,46679079.000000000000000, , ,motorway_link,1,0,0
425,46679100.000000000000000, , ,motorway_link,1,1,0
426,46679104.000000000000000, , ,motorway_link,1,1,0
427,46679108.000000000000000, , ,motorway_link,1,0,0
428,46679136.000000000000000, , ,motorway_link,1,1,0
429,46679151.000000000000000, , ,motorway_link,1,0,0
430,46705233.000000000000000,外环西路（山深线）,G205,trunk,1,1,0
431,46705234.000000000000000,外环西路（山深线）,G205,trunk,1,0,0
432,46705235.000000000000000,外环西路（山深线）,G205,trunk,1,0,0
433,46705236.000000000000000,外环西路（山深线）,G205,trunk,1,1,0
434,46705239.000000000000000,西青道, ,primary,1,0,0
435,46705240.000000000000000,西青道, ,trunk,1,0,0
436,46705244.000000000000000, , ,trunk_link,1,1,0
437,46705245.000000000000000, , ,trunk_link,1,0,0
438,46705246.000000000000000, , ,trunk_link,1,1,0
439,46705248.000000000000000, , ,trunk_link,1,0,0
440,46705249.000000000000000, , ,trunk_link,1,0,0
441,46705254.000000000000000, , ,trunk_link,1,1,0
442,46705255.000000000000000, , ,trunk_link,1,1,0
443,46705257.000000000000000, , ,trunk_link,1,0,0
444,46705258.000000000000000, , ,trunk_link,1,0,0
445,46705262.000000000000000, , ,trunk_link,1,0,0
446,46705270.000000000000000, , ,trunk_link,1,0,0
447,46705277.000000000000000, , ,trunk_link,1,0,0
448,46705282.000000000000000, , ,trunk_link,1,0,0
449,46705295.000000000000000,西青道辅路, ,tertiary,1,0,0
450,46705298.000000000000000, , ,trunk_link,1,1,0
451,46705299.000000000000000, , ,trunk_link,1,0,0
452,46705300.000000000000000, , ,trunk_link,1,0,0
453,46705301.000000000000000, , ,trunk_link,1,0,0
454,46705303.000000000000000, , ,trunk_link,1,1,0
455,46705308.000000000000000, , ,trunk_link,1,0,0
456,46705509.000000000000000,津淄路,S115,primary,1,0,0
457,46705516.000000000000000,长深高速,G25,motorway,1,0,0
458,48151883.000000000000000,睦南道, ,residential,1,0,0
459,48151891.000000000000000,大理道, ,tertiary,1,0,0
460,48151894.000000000000000,常德道, ,residential,1,0,0
461,48151897.000000000000000,马场道, ,secondary,1,0,0
462,48151898.000000000000000,重庆道, ,residential,1,0,0
463,48151901.000000000000000,马场道, ,tertiary,1,0,0
464,48151923.000000000000000,云南路, ,residential,1,0,0
465,48151937.000000000000000,桂林路, ,unclassified,1,0,0
466,48151938.000000000000000,衡阳路, ,residential,0,0,0
467,48151939.000000000000000,河北路, ,residential,0,0,0
468,48151956.000000000000000,洛阳道, ,residential,0,0,0
469,48163683.000000000000000,狮子林大街, ,primary,1,1,0
470,48163685.000000000000000,狮子林大街, ,primary,1,1,0
471,48163696.000000000000000,金钟河大街, ,primary,1,0,0
472,48163701.000000000000000,新开路 - Kunwei Lu, ,primary_link,1,1,0
473,48163703.000000000000000,狮子林大街 - Shizilin Street, ,primary_link,1,1,0
474,48163713.000000000000000,狮子林大街, ,primary,1,0,0
475,48163714.000000000000000,狮子林桥, ,primary,1,1,0
476,48163730.000000000000000,通北路, ,primary,1,0,0
477,48163731.000000000000000,芥园道, ,primary,1,0,0
478,48163733.000000000000000,芥园道, ,primary,1,0,0
479,48163737.000000000000000,北马路, ,primary,1,0,0
480,48163740.000000000000000,狮子林大街, ,primary,1,0,0
481,48163756.000000000000000, , ,trunk_link,1,1,0
482,48163762.000000000000000, , ,trunk_link,1,0,0
483,48163777.000000000000000, , ,trunk_link,1,0,0
