FID,osm_id,name,ref,type,oneway,bridge,maxspeed
23229,551027337.000000000000000, , ,residential,0,0,0
23230,551027338.000000000000000, , ,residential,0,0,0
23231,551027339.000000000000000, , ,residential,0,0,0
23232,551027340.000000000000000, , ,residential,0,0,0
23233,551027341.000000000000000, , ,residential,0,0,0
23234,551027342.000000000000000, , ,residential,0,0,0
23235,551027343.000000000000000, , ,residential,0,0,0
23236,551027344.000000000000000, , ,residential,0,0,0
23237,551027345.000000000000000, , ,residential,0,0,0
23238,551027346.000000000000000, , ,residential,0,0,0
23239,551027347.000000000000000, , ,residential,0,0,0
23240,551027348.000000000000000, , ,residential,0,0,0
23241,551027349.000000000000000, , ,residential,0,0,0
23242,551027350.000000000000000, , ,residential,0,0,0
23243,551027351.000000000000000, , ,residential,0,0,0
23244,551027352.000000000000000, , ,residential,0,0,0
23245,551027954.000000000000000,一号路, ,tertiary,1,0,0
23246,551027956.000000000000000,一号路, ,tertiary,1,0,0
23247,551027957.000000000000000,一号路, ,tertiary,1,0,0
23248,551030318.000000000000000, , ,motorway_link,1,0,0
23249,551030319.000000000000000, , ,motorway_link,1,1,0
23250,551030322.000000000000000, , ,motorway_link,1,1,0
23251,551030324.000000000000000, , ,motorway_link,1,0,0
23252,551030326.000000000000000, , ,motorway_link,1,1,0
23253,551030329.000000000000000, , ,motorway_link,1,0,0
23254,551030331.000000000000000,东海路, ,tertiary,1,0,0
23255,551030335.000000000000000, , ,motorway_link,1,0,0
23256,551030338.000000000000000, , ,motorway_link,1,1,0
23257,551031353.000000000000000, , ,service,0,0,0
23258,551031354.000000000000000, , ,residential,0,0,0
23259,551031355.000000000000000, , ,unclassified,0,0,0
23260,551031356.000000000000000, , ,unclassified,0,0,0
23261,551031357.000000000000000, , ,unclassified,0,0,0
23262,551031358.000000000000000, , ,unclassified,0,0,0
23263,551031359.000000000000000, , ,unclassified,0,0,0
23264,551031360.000000000000000, , ,unclassified,0,0,0
23265,551031361.000000000000000, , ,unclassified,0,0,0
23266,551031362.000000000000000, , ,residential,0,0,0
23267,551031363.000000000000000, , ,residential,0,0,0
23268,551031364.000000000000000, , ,residential,0,0,0
23269,551031365.000000000000000, , ,residential,0,0,0
23270,551031366.000000000000000, , ,residential,0,0,0
23271,551031367.000000000000000, , ,residential,0,0,0
23272,551031368.000000000000000, , ,residential,0,0,0
23273,551031369.000000000000000, , ,residential,0,0,0
23274,551031370.000000000000000, , ,residential,0,0,0
23275,551031371.000000000000000, , ,residential,0,0,0
23276,551031372.000000000000000, , ,unclassified,0,0,0
23277,551031373.000000000000000, , ,unclassified,0,1,0
23278,551031374.000000000000000, , ,unclassified,0,0,0
23279,551031375.000000000000000, , ,unclassified,0,0,0
23280,551031376.000000000000000, , ,unclassified,0,0,0
23281,551031377.000000000000000, , ,unclassified,0,0,0
23282,551031378.000000000000000, , ,unclassified,0,1,0
23283,551031379.000000000000000, , ,unclassified,0,0,0
23284,551031380.000000000000000, , ,unclassified,0,0,0
23285,551031381.000000000000000, , ,unclassified,0,0,0
23286,551031382.000000000000000, , ,unclassified,0,1,0
23287,551031383.000000000000000, , ,unclassified,0,0,0
23288,551031384.000000000000000, , ,residential,0,0,0
23289,551031385.000000000000000, , ,residential,0,0,0
23290,551031386.000000000000000, , ,residential,0,0,0
23291,551031387.000000000000000, , ,residential,0,0,0
23292,551031388.000000000000000, , ,residential,0,0,0
23293,551031389.000000000000000, , ,residential,0,0,0
23294,551031390.000000000000000, , ,residential,0,0,0
23295,551031391.000000000000000, , ,residential,0,0,0
23296,551031392.000000000000000, , ,residential,0,0,0
23297,551031393.000000000000000, , ,residential,0,0,0
23298,551031394.000000000000000, , ,residential,0,0,0
23299,551031395.000000000000000, , ,residential,0,0,0
23300,551031396.000000000000000, , ,residential,0,0,0
23301,551031397.000000000000000, , ,residential,0,0,0
23302,551031398.000000000000000, , ,residential,0,0,0
23303,551031400.000000000000000, , ,residential,0,0,0
23304,551031402.000000000000000, , ,residential,0,0,0
23305,551031404.000000000000000, , ,residential,0,0,0
23306,551031406.000000000000000, , ,tertiary,0,0,0
23307,551031410.000000000000000, , ,residential,0,0,0
23308,551031411.000000000000000, , ,residential,0,0,0
23309,551031414.000000000000000, , ,residential,0,0,0
23310,551031415.000000000000000, , ,residential,0,0,0
23311,551031417.000000000000000, , ,residential,0,0,0
23312,551031419.000000000000000, , ,residential,0,0,0
23313,551031421.000000000000000, , ,residential,0,0,0
23314,551031423.000000000000000, , ,residential,0,0,0
23315,551031425.000000000000000, , ,residential,0,0,0
23316,551031427.000000000000000, , ,residential,0,0,0
23317,551031429.000000000000000, , ,residential,0,0,0
23318,551031430.000000000000000, , ,residential,0,0,0
23319,551031432.000000000000000, , ,residential,0,0,0
23320,551031434.000000000000000, , ,residential,0,0,0
23321,551031437.000000000000000, , ,residential,0,0,0
23322,551031438.000000000000000, , ,residential,0,0,0
23323,551031440.000000000000000, , ,residential,0,0,0
23324,551031442.000000000000000, , ,residential,0,0,0
23325,551031444.000000000000000, , ,residential,0,0,0
23326,551031446.000000000000000, , ,residential,0,0,0
23327,551031447.000000000000000, , ,residential,0,0,0
23328,551031449.000000000000000, , ,residential,0,0,0
23329,551031451.000000000000000, , ,residential,0,0,0
23330,551031453.000000000000000, , ,residential,0,0,0
23331,551031455.000000000000000, , ,residential,0,0,0
23332,551032080.000000000000000, , ,residential,0,0,0
23333,551032081.000000000000000, , ,residential,0,0,0
23334,551032082.000000000000000, , ,residential,0,0,0
23335,551032083.000000000000000, , ,residential,0,0,0
23336,551032084.000000000000000, , ,residential,0,0,0
23337,551032085.000000000000000, , ,residential,0,0,0
23338,551032086.000000000000000, , ,residential,0,0,0
23339,551032087.000000000000000, , ,residential,0,0,0
23340,551032088.000000000000000, , ,residential,0,0,0
23341,551032089.000000000000000, , ,residential,0,0,0
23342,551032090.000000000000000, , ,residential,0,0,0
23343,551032091.000000000000000, , ,residential,0,0,0
23344,551032092.000000000000000, , ,residential,0,0,0
23345,551032093.000000000000000, , ,residential,0,0,0
23346,551032094.000000000000000, , ,residential,0,0,0
23347,551032095.000000000000000, , ,residential,0,0,0
23348,551032096.000000000000000, , ,residential,0,0,0
23349,551032097.000000000000000, , ,residential,0,0,0
23350,551032098.000000000000000, , ,residential,0,0,0
23351,551032099.000000000000000, , ,residential,0,0,0
23352,551032702.000000000000000, , ,residential,0,0,0
23353,551032703.000000000000000, , ,residential,0,0,0
23354,551032704.000000000000000, , ,residential,0,0,0
23355,551032705.000000000000000, , ,residential,0,0,0
23356,551032706.000000000000000, , ,residential,0,0,0
23357,551032707.000000000000000, , ,residential,0,0,0
23358,551032708.000000000000000, , ,residential,0,0,0
23359,551032709.000000000000000, , ,residential,0,0,0
23360,551032710.000000000000000, , ,residential,0,0,0
23361,551032711.000000000000000, , ,residential,0,0,0
23362,551032712.000000000000000, , ,residential,0,0,0
23363,551032713.000000000000000, , ,residential,0,0,0
23364,551032714.000000000000000, , ,residential,0,0,0
23365,551032715.000000000000000, , ,residential,0,0,0
23366,551032716.000000000000000, , ,residential,0,0,0
23367,551032717.000000000000000, , ,residential,0,0,0
23368,551032718.000000000000000, , ,residential,0,0,0
23369,551032719.000000000000000, , ,residential,0,0,0
23370,551032720.000000000000000, , ,residential,0,0,0
23371,551032721.000000000000000, , ,residential,0,0,0
23372,551032722.000000000000000, , ,residential,0,0,0
23373,551032723.000000000000000, , ,residential,0,0,0
23374,551032724.000000000000000, , ,residential,0,0,0
23375,551032725.000000000000000, , ,residential,0,0,0
23376,551032726.000000000000000, , ,residential,0,0,0
23377,551032727.000000000000000, , ,residential,0,0,0
23378,551032728.000000000000000, , ,residential,0,0,0
23379,551032729.000000000000000, , ,residential,0,0,0
23380,551032730.000000000000000, , ,residential,0,0,0
23381,551032731.000000000000000, , ,residential,0,0,0
23382,551032732.000000000000000, , ,residential,0,0,0
23383,551032733.000000000000000, , ,residential,0,0,0
23384,551032734.000000000000000, , ,residential,0,0,0
23385,551032735.000000000000000, , ,residential,0,0,0
23386,551032736.000000000000000, , ,residential,0,0,0
23387,551032737.000000000000000, , ,residential,0,0,0
23388,551032738.000000000000000, , ,residential,0,0,0
23389,551032739.000000000000000, , ,residential,0,0,0
23390,551032740.000000000000000, , ,residential,0,0,0
23391,551032741.000000000000000, , ,residential,0,0,0
23392,551032742.000000000000000, , ,residential,0,0,0
23393,551032743.000000000000000, , ,residential,0,0,0
23394,551032744.000000000000000, , ,residential,0,0,0
23395,551032745.000000000000000, , ,residential,0,0,0
23396,551032746.000000000000000, , ,residential,0,0,0
23397,551032747.000000000000000, , ,residential,0,0,0
23398,551032748.000000000000000, , ,residential,0,0,0
23399,551033795.000000000000000, , ,unclassified,0,0,0
23400,551033796.000000000000000, , ,residential,0,0,0
23401,551033797.000000000000000, , ,residential,0,0,0
23402,551033798.000000000000000, , ,residential,0,0,0
23403,551033799.000000000000000, , ,unclassified,0,0,0
23404,551033800.000000000000000, , ,residential,0,0,0
23405,551033801.000000000000000, , ,residential,0,0,0
23406,551033802.000000000000000, , ,residential,0,0,0
23407,551033803.000000000000000, , ,residential,0,0,0
23408,551033804.000000000000000, , ,residential,0,0,0
23409,551033805.000000000000000, , ,residential,0,0,0
23410,551033806.000000000000000, , ,residential,0,0,0
23411,551033807.000000000000000, , ,residential,0,0,0
23412,551033808.000000000000000, , ,residential,0,0,0
23413,551033809.000000000000000, , ,residential,0,0,0
23414,551033810.000000000000000, , ,residential,0,0,0
23415,551033811.000000000000000, , ,residential,0,0,0
23416,551033812.000000000000000, , ,residential,0,0,0
23417,551033813.000000000000000, , ,residential,0,0,0
23418,551033814.000000000000000, , ,residential,0,0,0
23419,551033815.000000000000000, , ,residential,0,0,0
23420,551033816.000000000000000, , ,residential,0,0,0
23421,551035354.000000000000000, , ,residential,0,0,0
23422,551035355.000000000000000, , ,residential,0,0,0
23423,551035356.000000000000000, , ,residential,0,0,0
23424,551035358.000000000000000, , ,residential,0,0,0
23425,551035359.000000000000000, , ,residential,0,0,0
23426,551035361.000000000000000, , ,residential,0,0,0
23427,551035364.000000000000000, , ,residential,0,0,0
23428,551035366.000000000000000, , ,residential,0,0,0
23429,551035367.000000000000000, , ,residential,0,0,0
23430,551035368.000000000000000, , ,residential,0,0,0
23431,551035369.000000000000000, , ,residential,0,0,0
23432,551035370.000000000000000, , ,residential,0,0,0
23433,551035371.000000000000000, , ,residential,0,0,0
23434,551035372.000000000000000, , ,residential,0,0,0
23435,551035373.000000000000000, , ,residential,0,0,0
23436,551035374.000000000000000, , ,residential,0,0,0
23437,551035375.000000000000000, , ,residential,0,0,0
23438,551035376.000000000000000, , ,residential,0,0,0
23439,551035377.000000000000000, , ,residential,0,0,0
23440,551035378.000000000000000, , ,residential,0,0,0
23441,551035379.000000000000000, , ,residential,0,0,0
23442,551035380.000000000000000, , ,residential,0,0,0
23443,551035381.000000000000000, , ,residential,0,0,0
23444,551035382.000000000000000, , ,residential,0,0,0
23445,551035383.000000000000000, , ,residential,0,1,0
23446,551035384.000000000000000, , ,residential,0,0,0
23447,551035385.000000000000000, , ,residential,0,0,0
23448,551035386.000000000000000, , ,residential,0,0,0
23449,551035387.000000000000000, , ,residential,0,0,0
23450,551035388.000000000000000, , ,residential,0,0,0
23451,551035389.000000000000000, , ,residential,0,0,0
23452,551035390.000000000000000, , ,residential,0,0,0
23453,551035391.000000000000000, , ,residential,0,0,0
23454,551035392.000000000000000, , ,residential,0,0,0
23455,551035393.000000000000000, , ,residential,0,0,0
23456,551035394.000000000000000, , ,residential,0,0,0
23457,551035395.000000000000000, , ,residential,0,0,0
23458,551035396.000000000000000, , ,residential,0,0,0
23459,551035397.000000000000000, , ,residential,0,0,0
23460,551035398.000000000000000, , ,residential,0,0,0
23461,551035399.000000000000000, , ,residential,0,0,0
23462,551035400.000000000000000, , ,residential,0,0,0
23463,551035401.000000000000000, , ,residential,0,0,0
23464,551035402.000000000000000, , ,residential,0,0,0
23465,551035403.000000000000000, , ,residential,0,0,0
23466,551035404.000000000000000, , ,residential,0,0,0
23467,551035405.000000000000000, , ,residential,0,0,0
23468,551035406.000000000000000, , ,residential,0,0,0
23469,551035407.000000000000000, , ,residential,0,0,0
23470,551035408.000000000000000, , ,residential,0,0,0
23471,551035409.000000000000000, , ,residential,0,0,0
23472,551035410.000000000000000, , ,residential,0,0,0
23473,551035411.000000000000000, , ,residential,0,0,0
23474,551035412.000000000000000, , ,residential,0,0,0
23475,551035413.000000000000000, , ,residential,0,0,0
23476,551035414.000000000000000, , ,residential,0,0,0
23477,551035415.000000000000000, , ,residential,0,0,0
23478,551035416.000000000000000, , ,residential,0,0,0
23479,551035417.000000000000000, , ,residential,0,0,0
23480,551035418.000000000000000, , ,residential,0,0,0
23481,551035419.000000000000000, , ,residential,0,0,0
23482,551035420.000000000000000, , ,residential,0,0,0
23483,551035421.000000000000000, , ,residential,0,0,0
23484,551035422.000000000000000, , ,residential,0,0,0
23485,551038433.000000000000000, , ,residential,0,0,0
23486,551038434.000000000000000, , ,residential,0,0,0
23487,551038435.000000000000000, , ,residential,0,0,0
23488,551038436.000000000000000, , ,residential,0,0,0
23489,551038437.000000000000000, , ,residential,0,0,0
23490,551038438.000000000000000, , ,residential,0,0,0
23491,551038439.000000000000000, , ,residential,0,0,0
23492,551038442.000000000000000, , ,residential,0,0,0
23493,551038443.000000000000000, , ,residential,0,0,0
23494,551038445.000000000000000, , ,residential,0,0,0
23495,551038446.000000000000000, , ,residential,0,0,0
23496,551038447.000000000000000, , ,residential,0,0,0
23497,551038448.000000000000000, , ,residential,0,0,0
23498,551038449.000000000000000, , ,residential,0,0,0
23499,551038450.000000000000000, , ,residential,0,0,0
23500,551038451.000000000000000, , ,residential,0,0,0
23501,551038452.000000000000000, , ,residential,0,0,0
23502,551038453.000000000000000, , ,residential,0,0,0
23503,551038454.000000000000000, , ,residential,0,0,0
23504,551038455.000000000000000, , ,residential,0,0,0
23505,551038456.000000000000000, , ,residential,0,0,0
23506,551038457.000000000000000, , ,residential,0,0,0
23507,551038459.000000000000000, , ,residential,0,0,0
23508,551038460.000000000000000, , ,residential,0,0,0
23509,551038461.000000000000000, , ,residential,0,0,0
23510,551038462.000000000000000, , ,residential,0,0,0
23511,551038463.000000000000000, , ,residential,0,0,0
23512,551038464.000000000000000, , ,residential,0,0,0
23513,551038465.000000000000000, , ,residential,0,0,0
23514,551038466.000000000000000, , ,residential,0,0,0
23515,551038467.000000000000000, , ,residential,0,0,0
23516,551038468.000000000000000, , ,residential,0,0,0
23517,551038469.000000000000000, , ,residential,0,0,0
23518,551038470.000000000000000, , ,residential,0,0,0
23519,551038471.000000000000000, , ,residential,0,0,0
23520,551038472.000000000000000, , ,residential,0,0,0
23521,551038473.000000000000000, , ,residential,0,0,0
23522,551038475.000000000000000, , ,residential,0,0,0
23523,551038476.000000000000000, , ,tertiary,0,0,0
23524,551038477.000000000000000, , ,tertiary,0,0,0
23525,551038478.000000000000000, , ,residential,0,0,0
23526,551038479.000000000000000, , ,residential,0,0,0
23527,551038480.000000000000000, , ,residential,0,0,0
23528,551038481.000000000000000, , ,residential,0,0,0
23529,551038482.000000000000000, , ,residential,0,0,0
23530,551038483.000000000000000, , ,residential,0,0,0
23531,551038484.000000000000000, , ,residential,0,0,0
23532,551038485.000000000000000, , ,residential,0,0,0
23533,551038486.000000000000000, , ,residential,0,0,0
23534,551038487.000000000000000, , ,residential,0,0,0
23535,551038488.000000000000000, , ,residential,0,0,0
23536,551038489.000000000000000, , ,residential,0,0,0
23537,551038491.000000000000000, , ,residential,0,0,0
23538,551038492.000000000000000, , ,residential,0,0,0
23539,551038493.000000000000000, , ,residential,0,0,0
23540,551038494.000000000000000, , ,residential,0,0,0
23541,551038495.000000000000000, , ,residential,0,0,0
23542,551038496.000000000000000, , ,tertiary,0,0,0
23543,551038497.000000000000000, , ,residential,0,0,0
23544,551038498.000000000000000, , ,residential,0,0,0
23545,551038499.000000000000000, , ,residential,0,0,0
23546,551038500.000000000000000, , ,residential,0,0,0
23547,551038501.000000000000000, , ,residential,0,0,0
23548,551038502.000000000000000, , ,residential,0,0,0
23549,551038503.000000000000000, , ,residential,0,0,0
23550,551038504.000000000000000, , ,residential,0,0,0
23551,551038506.000000000000000, , ,residential,0,0,0
23552,551038507.000000000000000, , ,residential,0,0,0
23553,551038508.000000000000000, , ,residential,0,0,0
23554,551038509.000000000000000, , ,residential,0,0,0
23555,551038510.000000000000000, , ,residential,0,0,0
23556,551038511.000000000000000, , ,residential,0,0,0
23557,551038512.000000000000000, , ,residential,0,0,0
23558,551038513.000000000000000, , ,residential,0,0,0
23559,551038516.000000000000000, , ,residential,0,0,0
23560,551038517.000000000000000, , ,residential,0,0,0
23561,551038792.000000000000000, , ,residential,0,0,0
23562,551038793.000000000000000, , ,residential,0,0,0
23563,551038794.000000000000000, , ,residential,0,0,0
23564,551038795.000000000000000, , ,residential,0,0,0
23565,551038796.000000000000000, , ,residential,0,0,0
23566,551038797.000000000000000, , ,residential,0,0,0
23567,551038798.000000000000000, , ,residential,0,0,0
23568,551038799.000000000000000, , ,residential,0,0,0
23569,551038800.000000000000000, , ,residential,0,0,0
23570,551038801.000000000000000, , ,residential,0,0,0
23571,551038802.000000000000000, , ,residential,0,0,0
23572,551038803.000000000000000, , ,residential,0,0,0
23573,551038804.000000000000000, , ,residential,0,0,0
23574,551038805.000000000000000, , ,residential,0,0,0
23575,551038806.000000000000000, , ,residential,0,0,0
23576,551038807.000000000000000, , ,residential,0,0,0
23577,551038808.000000000000000, , ,residential,0,0,0
23578,551038809.000000000000000, , ,residential,0,0,0
23579,551038810.000000000000000, , ,residential,0,0,0
23580,551038811.000000000000000, , ,residential,0,0,0
23581,551038812.000000000000000, , ,residential,0,0,0
23582,551038813.000000000000000, , ,residential,0,0,0
23583,551039679.000000000000000, , ,residential,0,0,0
23584,551039680.000000000000000, , ,residential,0,0,0
23585,551039681.000000000000000, , ,residential,0,0,0
23586,551039682.000000000000000, , ,residential,0,0,0
23587,551039683.000000000000000, , ,residential,0,0,0
23588,551039684.000000000000000, , ,residential,0,0,0
23589,551039685.000000000000000, , ,residential,0,0,0
23590,551039686.000000000000000, , ,residential,0,0,0
23591,551039687.000000000000000, , ,residential,0,0,0
23592,551039688.000000000000000, , ,residential,0,0,0
23593,551039689.000000000000000, , ,residential,0,0,0
23594,551039690.000000000000000, , ,residential,0,0,0
23595,551039691.000000000000000, , ,residential,0,0,0
23596,551039692.000000000000000, , ,residential,0,0,0
23597,551039693.000000000000000, , ,residential,0,0,0
23598,551039694.000000000000000, , ,residential,0,0,0
23599,551039695.000000000000000, , ,residential,0,0,0
23600,551039932.000000000000000,机厂街, ,tertiary,1,0,0
23601,551039933.000000000000000, , ,residential,0,0,0
23602,551039934.000000000000000, , ,residential,0,0,0
23603,551039935.000000000000000, , ,residential,0,0,0
23604,551039936.000000000000000, , ,residential,0,0,0
23605,551039937.000000000000000, , ,residential,0,0,0
23606,551039938.000000000000000, , ,residential,0,0,0
23607,551039939.000000000000000, , ,residential,0,0,0
23608,551041271.000000000000000, , ,residential,0,0,0
23609,551041272.000000000000000, , ,residential,0,0,0
23610,551041273.000000000000000, , ,residential,0,0,0
23611,551041274.000000000000000, , ,residential,0,0,0
23612,551041275.000000000000000, , ,residential,0,0,0
23613,551041276.000000000000000, , ,residential,0,0,0
23614,551041277.000000000000000, , ,residential,0,0,0
23615,551041278.000000000000000, , ,residential,0,0,0
23616,551041279.000000000000000, , ,residential,0,0,0
23617,551041280.000000000000000, , ,residential,0,0,0
23618,551041281.000000000000000, , ,residential,0,0,0
23619,551041282.000000000000000, , ,residential,0,0,0
23620,551041283.000000000000000, , ,residential,0,0,0
23621,551041284.000000000000000, , ,residential,0,0,0
23622,551041285.000000000000000, , ,residential,0,0,0
23623,551041286.000000000000000, , ,residential,0,0,0
23624,551041287.000000000000000, , ,residential,0,0,0
23625,551041288.000000000000000, , ,residential,0,0,0
23626,551041289.000000000000000, , ,residential,0,0,0
23627,551041290.000000000000000, , ,residential,0,0,0
23628,551041291.000000000000000, , ,residential,0,0,0
23629,551041292.000000000000000, , ,residential,0,0,0
23630,551041293.000000000000000, , ,residential,0,0,0
23631,551041294.000000000000000, , ,residential,0,0,0
23632,551041706.000000000000000, , ,residential,0,0,0
23633,551041707.000000000000000, , ,residential,0,0,0
23634,551041708.000000000000000, , ,residential,0,0,0
23635,551041709.000000000000000, , ,residential,0,0,0
23636,551041710.000000000000000, , ,residential,0,0,0
23637,551041711.000000000000000, , ,unclassified,0,0,0
23638,551041712.000000000000000, , ,residential,0,0,0
23639,551041713.000000000000000, , ,residential,0,0,0
23640,551041714.000000000000000, , ,residential,0,0,0
23641,551041715.000000000000000,潮白河左堤线,X506,secondary,0,0,0
23642,551041716.000000000000000,潮白河左堤线,X506,secondary,0,1,0
23643,551041717.000000000000000, , ,residential,0,0,0
23644,551041718.000000000000000, , ,residential,0,0,0
23645,551041719.000000000000000, , ,residential,0,0,0
23646,551041720.000000000000000, , ,residential,0,0,0
23647,551041721.000000000000000, , ,residential,0,0,0
23648,551041722.000000000000000, , ,residential,0,0,0
23649,551041723.000000000000000, , ,residential,0,0,0
23650,551041724.000000000000000, , ,residential,0,0,0
23651,551041725.000000000000000, , ,residential,0,0,0
23652,551041726.000000000000000, , ,residential,0,0,0
23653,551041727.000000000000000, , ,residential,0,0,0
23654,551041728.000000000000000, , ,residential,0,0,0
23655,551041729.000000000000000, , ,residential,0,0,0
23656,551041730.000000000000000, , ,residential,0,0,0
23657,551041731.000000000000000, , ,residential,0,0,0
23658,551041732.000000000000000, , ,residential,0,0,0
23659,551041733.000000000000000, , ,residential,0,0,0
23660,551041734.000000000000000, , ,residential,0,0,0
23661,551041735.000000000000000, , ,residential,0,0,0
23662,551041736.000000000000000, , ,residential,0,0,0
23663,551043680.000000000000000, , ,residential,1,0,0
23664,551043682.000000000000000,东海路, ,tertiary,1,0,0
23665,551043685.000000000000000, , ,motorway_link,1,0,0
23666,551043687.000000000000000,临港桥,S11,motorway,1,1,0
23667,551043688.000000000000000, , ,motorway_link,1,1,0
23668,551043689.000000000000000, , ,motorway_link,1,1,0
23669,551043690.000000000000000, , ,motorway_link,1,1,0
23670,551043691.000000000000000, , ,motorway_link,1,0,0
23671,551044619.000000000000000, , ,unclassified,0,0,0
23672,551044620.000000000000000, , ,unclassified,0,0,0
23673,551044624.000000000000000, , ,unclassified,0,0,0
23674,551044625.000000000000000, , ,unclassified,0,1,0
23675,551044626.000000000000000, , ,unclassified,0,1,0
23676,551044627.000000000000000, , ,unclassified,0,0,0
23677,551044628.000000000000000, , ,unclassified,0,0,0
23678,551044629.000000000000000, , ,unclassified,0,1,0
23679,551044630.000000000000000, , ,unclassified,0,0,0
23680,551044631.000000000000000, , ,unclassified,0,1,0
23681,551044632.000000000000000, , ,unclassified,0,0,0
23682,551044633.000000000000000, , ,unclassified,0,1,0
23683,551044634.000000000000000, , ,unclassified,0,0,0
23684,551044635.000000000000000, , ,residential,0,0,0
23685,551044636.000000000000000,海河南路, ,tertiary,0,0,0
23686,551044637.000000000000000, , ,tertiary,0,0,0
23687,551044638.000000000000000, , ,residential,0,0,0
23688,551044639.000000000000000, , ,residential,0,0,0
23689,551044640.000000000000000, , ,residential,0,0,0
23690,551044741.000000000000000,庄房南道, ,tertiary,0,0,0
23691,551048621.000000000000000, , ,motorway_link,1,1,0
23692,551048622.000000000000000, , ,motorway_link,1,1,0
23693,551050688.000000000000000, , ,motorway_link,1,0,0
23694,551050689.000000000000000, , ,secondary_link,1,0,0
23695,551050690.000000000000000, , ,service,0,0,0
23696,551050691.000000000000000, , ,service,0,0,0
23697,551050692.000000000000000, , ,service,0,0,0
23698,551050694.000000000000000, , ,service,0,0,0
23699,551051214.000000000000000, , ,tertiary,0,0,0
23700,551051216.000000000000000, , ,service,0,0,0
23701,551053009.000000000000000, , ,secondary_link,1,0,0
23702,551053014.000000000000000,东海路, ,primary,1,0,0
23703,551053023.000000000000000, , ,tertiary,1,0,0
23704,551053027.000000000000000, , ,motorway_link,1,1,0
23705,551060343.000000000000000, , ,service,0,0,0
23706,551060344.000000000000000, , ,trunk_link,1,0,0
23707,551060345.000000000000000, , ,trunk_link,1,0,0
23708,551216630.000000000000000, , ,unclassified,0,0,0
23709,551216631.000000000000000,范庄桥, ,unclassified,0,1,0
23710,551217013.000000000000000, , ,residential,0,1,0
23711,551217014.000000000000000, , ,tertiary,1,0,0
23712,551222003.000000000000000,雪莲南路, ,secondary,1,0,0
23713,551222010.000000000000000, , ,footway,0,0,0
23714,551235962.000000000000000, , ,tertiary,1,0,0
23715,551235963.000000000000000, , ,unclassified,0,0,0
23716,551235964.000000000000000, , ,unclassified,0,0,0
23717,551235965.000000000000000, , ,tertiary,1,0,0
23718,551235966.000000000000000, , ,tertiary,1,0,0
23719,551235967.000000000000000, , ,trunk_link,1,0,0
23720,551235968.000000000000000, , ,tertiary,1,0,0
23721,551235969.000000000000000, , ,tertiary,1,0,0
23722,551235970.000000000000000, , ,unclassified,0,0,0
23723,551235971.000000000000000, , ,residential,0,1,0
23724,551235972.000000000000000, , ,residential,0,0,0
23725,551235973.000000000000000, , ,unclassified,0,0,0
23726,551235974.000000000000000, , ,unclassified,0,0,0
23727,551235975.000000000000000, , ,unclassified,0,0,0
23728,551235976.000000000000000, , ,residential,0,0,0
23729,551235977.000000000000000, , ,residential,0,0,0
23730,551235978.000000000000000, , ,tertiary,0,0,0
23731,551235979.000000000000000, , ,service,0,0,0
23732,551235980.000000000000000, , ,service,0,0,0
23733,551235981.000000000000000, , ,service,0,0,0
23734,551235982.000000000000000, , ,residential,0,0,0
23735,551235983.000000000000000, , ,residential,0,0,0
23736,551235984.000000000000000,归航路, ,tertiary,0,0,0
23737,551235985.000000000000000, , ,tertiary,0,0,0
23738,551235986.000000000000000, , ,tertiary,0,0,0
23739,551235987.000000000000000,莲俞南路, ,tertiary,0,0,0
23740,551235988.000000000000000, , ,residential,0,0,0
23741,551235989.000000000000000, , ,residential,0,0,0
23742,551235990.000000000000000, , ,tertiary,0,0,0
23743,551235991.000000000000000, , ,tertiary,0,0,0
23744,551235992.000000000000000, , ,tertiary,0,0,0
23745,551235994.000000000000000, , ,residential,0,0,0
23746,551235995.000000000000000, , ,construction,0,0,0
23747,551235996.000000000000000,跃进路, ,tertiary,0,0,0
23748,551235997.000000000000000,跃进路, ,tertiary,1,0,0
23749,551235998.000000000000000,跃进路, ,tertiary,1,0,0
23750,551235999.000000000000000, , ,tertiary,0,0,0
23751,551236000.000000000000000, , ,tertiary,1,0,0
23752,551236001.000000000000000, , ,tertiary,1,0,0
23753,551236002.000000000000000, , ,tertiary,0,0,0
23754,551236003.000000000000000,跃进路, ,tertiary,0,0,0
23755,551236004.000000000000000,千山东道, ,tertiary,0,0,0
23756,551236005.000000000000000, , ,construction,1,0,0
23757,551236006.000000000000000, , ,residential,0,0,0
23758,551236007.000000000000000, , ,tertiary,0,0,0
23759,551236008.000000000000000,程盛道, ,tertiary,0,0,0
23760,551236009.000000000000000,青岚山道, ,tertiary,0,0,0
23761,551236010.000000000000000, , ,tertiary,1,0,0
23762,551236011.000000000000000, , ,tertiary,0,0,0
23763,551236012.000000000000000, , ,residential,0,0,0
23764,551236013.000000000000000, , ,tertiary,0,1,0
23765,551236014.000000000000000, , ,tertiary,0,0,0
23766,551236015.000000000000000, , ,tertiary,0,1,0
23767,551236016.000000000000000, , ,tertiary,0,0,0
23768,551236017.000000000000000, , ,tertiary,0,0,0
23769,551239696.000000000000000,下河圈路, ,residential,0,0,0
23770,551239699.000000000000000, , ,tertiary,0,1,0
23771,551239702.000000000000000, , ,secondary,0,0,0
23772,551239705.000000000000000,台儿庄南路, ,tertiary,0,0,0
