,Unnamed: 0.1,Unnamed: 0,index,Datetime,Longitude,Latitude,SPEED,delta_time,position1,position2,road_one,road_two,road_two_type,road_one_type
177048,177048,177048,0,2023-07-18 14:30:05,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177049,177049,177049,1,2023-07-18 14:30:06,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177050,177050,177050,2,2023-07-18 14:30:07,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177051,177051,177051,3,2023-07-18 14:30:08,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177052,177052,177052,4,2023-07-18 14:30:09,117.4554369,38.9922449,0.1,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177053,177053,177053,5,2023-07-18 14:30:10,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177054,177054,177054,6,2023-07-18 14:30:11,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177055,177055,177055,7,2023-07-18 14:30:12,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177056,177056,177056,8,2023-07-18 14:30:13,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177057,177057,177057,9,2023-07-18 14:30:14,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177058,177058,177058,10,2023-07-18 14:30:15,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177059,177059,177059,11,2023-07-18 14:30:16,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177060,177060,177060,12,2023-07-18 14:30:17,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177061,177061,177061,13,2023-07-18 14:30:18,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177062,177062,177062,14,2023-07-18 14:30:19,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177063,177063,177063,15,2023-07-18 14:30:20,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177064,177064,177064,16,2023-07-18 14:30:21,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177065,177065,177065,17,2023-07-18 14:30:22,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177066,177066,177066,18,2023-07-18 14:30:23,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177067,177067,177067,19,2023-07-18 14:30:24,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177068,177068,177068,20,2023-07-18 14:30:25,117.4554369,38.9922449,0.1,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177069,177069,177069,21,2023-07-18 14:30:26,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177070,177070,177070,22,2023-07-18 14:30:27,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177071,177071,177071,23,2023-07-18 14:30:28,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177072,177072,177072,24,2023-07-18 14:30:29,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177073,177073,177073,25,2023-07-18 14:30:30,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177074,177074,177074,26,2023-07-18 14:30:31,117.4554369,38.9922449,0.1,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177075,177075,177075,27,2023-07-18 14:30:32,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177076,177076,177076,28,2023-07-18 14:30:33,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177077,177077,177077,29,2023-07-18 14:30:34,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177078,177078,177078,30,2023-07-18 14:30:35,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177079,177079,177079,31,2023-07-18 14:30:36,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177080,177080,177080,32,2023-07-18 14:30:37,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177081,177081,177081,33,2023-07-18 14:30:38,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177082,177082,177082,34,2023-07-18 14:30:39,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177083,177083,177083,35,2023-07-18 14:30:40,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177084,177084,177084,36,2023-07-18 14:30:41,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177085,177085,177085,37,2023-07-18 14:30:42,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177086,177086,177086,38,2023-07-18 14:30:43,117.4554369,38.9922449,0.1,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177087,177087,177087,39,2023-07-18 14:30:44,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177088,177088,177088,40,2023-07-18 14:30:45,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177089,177089,177089,41,2023-07-18 14:30:46,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177090,177090,177090,42,2023-07-18 14:30:47,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177091,177091,177091,43,2023-07-18 14:30:48,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177092,177092,177092,44,2023-07-18 14:30:49,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177093,177093,177093,45,2023-07-18 14:30:50,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177094,177094,177094,46,2023-07-18 14:30:51,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177095,177095,177095,47,2023-07-18 14:30:52,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177096,177096,177096,48,2023-07-18 14:30:53,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177097,177097,177097,49,2023-07-18 14:30:54,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
177098,177098,177098,50,2023-07-18 14:30:55,117.4554369,38.9922449,0.0,1.0,1.0,1.0,汉港公路,汉港公路,primary,primary
