,Unnamed: 0.1,Unnamed: 0,index,Datetime,Longitude,Latitude,SPEED,delta_time,position1,position2,road_one,road_two,road_two_type,road_one_type
208402,208402,208402,0,2023-07-19 17:23:48,117.3516788,39.0678077,0.0,0.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208403,208403,208403,1,2023-07-19 17:23:49,117.3516781,39.0678093,0.7,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208404,208404,208404,2,2023-07-19 17:23:50,117.3516761,39.0678095,0.9,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208405,208405,208405,3,2023-07-19 17:23:51,117.3516738,39.0678099,0.9,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208406,208406,208406,4,2023-07-19 17:23:52,117.3516732,39.0678114,0.5,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208407,208407,208407,5,2023-07-19 17:23:53,117.3516764,39.0678158,0.9,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208408,208408,208408,6,2023-07-19 17:23:54,117.3516813,39.067821,1.1,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208409,208409,208409,7,2023-07-19 17:23:55,117.3516855,39.0678248,0.5,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208410,208410,208410,8,2023-07-19 17:23:56,117.3516876,39.0678271,0.1,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208411,208411,208411,9,2023-07-19 17:23:57,117.3516892,39.067829,0.5,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208412,208412,208412,10,2023-07-19 17:23:58,117.3516931,39.0678297,0.3,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208413,208413,208413,11,2023-07-19 17:23:59,117.3516985,39.06783,0.0,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208414,208414,208414,12,2023-07-19 17:24:00,117.3517049,39.0678286,0.5,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208415,208415,208415,13,2023-07-19 17:24:01,117.3517086,39.0678273,0.0,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208416,208416,208416,14,2023-07-19 17:24:02,117.3517109,39.067825,1.1,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208417,208417,208417,15,2023-07-19 17:24:03,117.3517119,39.0678201,3.5,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208418,208418,208418,16,2023-07-19 17:24:04,117.3517117,39.0678094,4.8,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
208419,208419,208419,17,2023-07-19 17:24:05,117.3517119,39.0677864,6.6,1.0,1.0,1.0,三经路,三经路,tertiary,tertiary
