,Unnamed: 0.1,Unnamed: 0,index,Datetime,Longitude,Latitude,SPEED,delta_time,position1,position2,road_one,road_two,road_two_type,road_one_type
56644,56644,56644,0,2023-07-11 10:02:17,117.1512371,39.1055871,0.0,1.0,1.0,1.0,大学道,励学路,,secondary
56645,56645,56645,1,2023-07-11 10:02:18,117.1512371,39.1055871,1.2,1.0,1.0,1.0,大学道,励学路,,secondary
56646,56646,56646,2,2023-07-11 10:02:19,117.1512371,39.1055871,0.1,1.0,1.0,1.0,大学道,励学路,,secondary
56647,56647,56647,3,2023-07-11 10:02:20,117.1512371,39.1055871,1.4,1.0,1.0,1.0,大学道,励学路,,secondary
56648,56648,56648,4,2023-07-11 10:02:21,117.1512371,39.1055792,2.2,1.0,1.0,1.0,大学道,励学路,,secondary
56649,56649,56649,5,2023-07-11 10:02:22,117.1512314,39.1055756,1.1,1.0,1.0,1.0,大学道,励学路,,secondary
56650,56650,56650,6,2023-07-11 10:02:23,117.151229,39.1055665,1.2,1.0,1.0,1.0,大学道,励学路,,secondary
56651,56651,56651,7,2023-07-11 10:02:24,117.151229,39.1055665,0.0,1.0,1.0,1.0,大学道,励学路,,secondary
56652,56652,56652,8,2023-07-11 10:02:25,117.151229,39.1055665,1.8,1.0,1.0,1.0,大学道,励学路,,secondary
56653,56653,56653,9,2023-07-11 10:02:26,117.1512167,39.1055655,4.0,1.0,1.0,1.0,大学道,励学路,,secondary
56654,56654,56654,10,2023-07-11 10:02:27,117.1511964,39.1055415,4.2,1.0,1.0,1.0,大学道,励学路,,secondary
56655,56655,56655,11,2023-07-11 10:02:28,117.1511697,39.1055314,5.0,1.0,1.0,1.0,大学道,励学路,,secondary
56656,56656,56656,12,2023-07-11 10:02:29,117.1511539,39.1055344,5.3,1.0,1.0,1.0,大学道,励学路,,secondary
56657,56657,56657,13,2023-07-11 10:02:30,117.1511242,39.1055324,6.8,1.0,1.0,1.0,大学道,励学路,,secondary
56658,56658,56658,14,2023-07-11 10:02:31,117.1510813,39.1055335,8.7,1.0,1.0,1.0,大学道,励学路,,secondary
56659,56659,56659,15,2023-07-11 10:02:32,117.1510372,39.1055349,11.4,1.0,1.0,1.0,大学道,励学路,,secondary
56660,56660,56660,16,2023-07-11 10:02:33,117.1509861,39.1055345,12.5,1.0,1.0,1.0,大学道,励学路,,secondary
56661,56661,56661,17,2023-07-11 10:02:34,117.150933,39.1055343,14.0,1.0,1.0,1.0,大学道,励学路,,secondary
56662,56662,56662,18,2023-07-11 10:02:35,117.1508775,39.1055309,16.1,1.0,1.0,1.0,大学道,励学路,,secondary
56663,56663,56663,19,2023-07-11 10:02:36,117.1508135,39.1055222,19.0,1.0,1.0,1.0,大学道,励学路,,secondary
56664,56664,56664,20,2023-07-11 10:02:37,117.1507456,39.1055097,20.9,1.0,1.0,1.0,大学道,励学路,,secondary
56665,56665,56665,21,2023-07-11 10:02:38,117.1506747,39.1054927,21.2,1.0,1.0,1.0,大学道,励学路,,secondary
56666,56666,56666,22,2023-07-11 10:02:39,117.1506077,39.1054835,21.8,1.0,1.0,1.0,大学道,励学路,,secondary
56667,56667,56667,23,2023-07-11 10:02:40,117.1505342,39.105473,22.9,1.0,1.0,1.0,大学道,励学路,,secondary
56668,56668,56668,24,2023-07-11 10:02:41,117.1504596,39.1054646,23.3,1.0,1.0,1.0,大学道,励学路,,secondary
