,Unnamed: 0.1,Unnamed: 0,index,Datetime,Longitude,Latitude,SPEED,delta_time,position1,position2,road_one,road_two,road_two_type,road_one_type
209314,209314,209314,0,2023-07-19 17:41:48,117.2953553,39.0923756,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209315,209315,209315,1,2023-07-19 17:41:49,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209316,209316,209316,2,2023-07-19 17:41:50,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209317,209317,209317,3,2023-07-19 17:41:51,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209318,209318,209318,4,2023-07-19 17:41:52,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209319,209319,209319,5,2023-07-19 17:41:53,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209320,209320,209320,6,2023-07-19 17:41:54,117.2953553,39.0923756,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209321,209321,209321,7,2023-07-19 17:41:55,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209322,209322,209322,8,2023-07-19 17:41:56,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209323,209323,209323,9,2023-07-19 17:41:57,117.2953553,39.0923756,0.5,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209324,209324,209324,10,2023-07-19 17:41:58,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209325,209325,209325,11,2023-07-19 17:41:59,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209326,209326,209326,12,2023-07-19 17:42:00,117.2953553,39.0923756,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209327,209327,209327,13,2023-07-19 17:42:01,117.2953553,39.0923756,0.9,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209328,209328,209328,14,2023-07-19 17:42:02,117.2953553,39.0923756,1.6,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209329,209329,209329,15,2023-07-19 17:42:03,117.2953903,39.0923997,1.4,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209330,209330,209330,16,2023-07-19 17:42:04,117.2953903,39.0923997,0.7,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209331,209331,209331,17,2023-07-19 17:42:05,117.2953903,39.0923997,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209332,209332,209332,18,2023-07-19 17:42:06,117.2953903,39.0923997,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209333,209333,209333,19,2023-07-19 17:42:07,117.2953903,39.0923997,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
209334,209334,209334,20,2023-07-19 17:42:08,117.2953903,39.0923997,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
