,Unnamed: 0.1,Unnamed: 0,index,Datetime,Longitude,Latitude,SPEED,delta_time,position1,position2,road_one,road_two,road_two_type,road_one_type
144697,144697,144697,0,2023-07-17 17:03:11,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144698,144698,144698,1,2023-07-17 17:03:12,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144699,144699,144699,2,2023-07-17 17:03:13,117.2826404,39.0948587,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144700,144700,144700,3,2023-07-17 17:03:14,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144701,144701,144701,4,2023-07-17 17:03:15,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144702,144702,144702,5,2023-07-17 17:03:16,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144703,144703,144703,6,2023-07-17 17:03:17,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144704,144704,144704,7,2023-07-17 17:03:18,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144705,144705,144705,8,2023-07-17 17:03:19,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144706,144706,144706,9,2023-07-17 17:03:20,117.2826404,39.0948587,0.1,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144707,144707,144707,10,2023-07-17 17:03:21,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144708,144708,144708,11,2023-07-17 17:03:22,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144709,144709,144709,12,2023-07-17 17:03:23,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144710,144710,144710,13,2023-07-17 17:03:24,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144711,144711,144711,14,2023-07-17 17:03:25,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144712,144712,144712,15,2023-07-17 17:03:26,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144713,144713,144713,16,2023-07-17 17:03:27,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144714,144714,144714,17,2023-07-17 17:03:28,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144715,144715,144715,18,2023-07-17 17:03:29,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144716,144716,144716,19,2023-07-17 17:03:30,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144717,144717,144717,20,2023-07-17 17:03:31,117.2826404,39.0948587,0.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144718,144718,144718,21,2023-07-17 17:03:32,117.2826404,39.0948587,0.5,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144719,144719,144719,22,2023-07-17 17:03:33,117.2826404,39.0948587,2.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144720,144720,144720,23,2023-07-17 17:03:34,117.2826066,39.094842,2.7,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144721,144721,144721,24,2023-07-17 17:03:35,117.2825961,39.0948413,3.7,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144722,144722,144722,25,2023-07-17 17:03:36,117.2825803,39.0948418,5.5,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144723,144723,144723,26,2023-07-17 17:03:37,117.2825539,39.0948415,7.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144724,144724,144724,27,2023-07-17 17:03:38,117.2825255,39.0948415,7.9,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144725,144725,144725,28,2023-07-17 17:03:39,117.2824972,39.0948441,8.3,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144726,144726,144726,29,2023-07-17 17:03:40,117.2824673,39.0948451,9.0,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144727,144727,144727,30,2023-07-17 17:03:41,117.2824389,39.0948472,9.6,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
144728,144728,144728,31,2023-07-17 17:03:42,117.2823987,39.0948499,11.2,1.0,1.0,1.0,津塘路,津塘路,trunk,trunk
