Datetime,Longitude,Latitude,SPEED,delta_time
2023-07-19 09:34:31,117.157045,39.1000497,0.0,0.0
2023-07-19 09:34:32,117.1570436,39.1000494,0.0,1.0
2023-07-19 09:34:33,117.1570425,39.1000488,0.0,1.0
2023-07-19 09:34:34,117.1570422,39.1000478,0.0,1.0
2023-07-19 09:34:35,117.157042,39.1000469,0.1,1.0
2023-07-19 09:34:36,117.1570417,39.100046,0.3,1.0
2023-07-19 09:34:37,117.1570408,39.1000449,0.0,1.0
2023-07-19 09:34:38,117.1570391,39.1000436,0.0,1.0
2023-07-19 09:34:39,117.1570353,39.1000417,0.1,1.0
2023-07-19 09:34:40,117.1570312,39.1000396,0.1,1.0
2023-07-19 09:34:41,117.1570273,39.100037,0.0,1.0
2023-07-19 09:34:42,117.1570247,39.1000345,0.0,1.0
2023-07-19 09:34:43,117.1570227,39.1000322,0.1,1.0
2023-07-19 09:34:44,117.157021,39.1000298,0.0,1.0
2023-07-19 09:34:45,117.1570196,39.1000275,0.0,1.0
2023-07-19 09:34:46,117.1570183,39.1000299,0.0,1.0
2023-07-19 09:34:47,117.1570169,39.100035,0.0,1.0
2023-07-19 09:34:48,117.1570165,39.1000413,0.1,1.0
2023-07-19 09:34:49,117.1570171,39.1000435,0.0,1.0
2023-07-19 09:34:50,117.1570191,39.1000434,0.7,1.0
2023-07-19 09:34:51,117.1570234,39.1000434,1.2,1.0
2023-07-19 09:34:52,117.1570301,39.1000413,0.0,1.0
2023-07-19 09:34:53,117.1570366,39.1000391,0.3,1.0
2023-07-19 09:34:54,117.1570404,39.1000366,0.0,1.0
2023-07-19 09:34:55,117.157043,39.1000361,0.0,1.0
2023-07-19 09:34:56,117.1570463,39.1000374,0.0,1.0
2023-07-19 09:34:57,117.1570496,39.1000386,0.3,1.0
2023-07-19 09:34:58,117.1570514,39.1000403,0.1,1.0
2023-07-19 09:34:59,117.1570526,39.1000412,0.0,1.0
2023-07-19 09:35:00,117.1570552,39.1000423,0.0,1.0
2023-07-19 09:35:01,117.1570584,39.1000435,0.0,1.0
2023-07-19 09:35:02,117.1570614,39.1000455,0.0,1.0
2023-07-19 09:35:03,117.1570631,39.1000475,0.1,1.0
2023-07-19 09:35:04,117.1570636,39.1000494,0.0,1.0
2023-07-19 09:35:05,117.1570636,39.1000515,0.3,1.0
2023-07-19 09:35:06,117.157063,39.1000534,0.1,1.0
2023-07-19 09:35:07,117.1570627,39.1000549,0.1,1.0
2023-07-19 09:35:08,117.1570627,39.1000558,0.1,1.0
2023-07-19 09:35:09,117.1570631,39.1000564,1.1,1.0
2023-07-19 09:35:10,117.1570615,39.100057,0.1,1.0
2023-07-19 09:35:11,117.1570587,39.1000581,0.1,1.0
2023-07-19 09:35:12,117.1570557,39.1000591,0.9,1.0
2023-07-19 09:35:13,117.1570544,39.1000599,0.0,1.0
2023-07-19 09:35:14,117.1570551,39.1000599,0.1,1.0
2023-07-19 09:35:15,117.157056,39.1000598,0.5,1.0
2023-07-19 09:35:16,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:17,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:18,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:19,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:20,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:21,117.157057,39.1000598,0.5,1.0
2023-07-19 09:35:22,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:23,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:24,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:25,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:26,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:27,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:28,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:29,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:30,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:31,117.157057,39.1000598,0.5,1.0
2023-07-19 09:35:32,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:33,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:34,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:35,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:36,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:37,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:38,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:39,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:40,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:41,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:42,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:43,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:44,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:45,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:46,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:47,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:48,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:49,117.157057,39.1000598,0.0,1.0
2023-07-19 09:35:50,117.157057,39.1000598,0.5,1.0
2023-07-19 09:35:51,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:52,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:53,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:54,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:55,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:56,117.157057,39.1000598,0.1,1.0
2023-07-19 09:35:57,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:58,117.157057,39.1000598,0.3,1.0
2023-07-19 09:35:59,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:00,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:01,117.157057,39.1000598,0.3,1.0
2023-07-19 09:36:02,117.157057,39.1000598,0.0,1.0
2023-07-19 09:36:03,117.157057,39.1000598,0.0,1.0
2023-07-19 09:36:04,117.157057,39.1000598,0.0,1.0
2023-07-19 09:36:05,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:06,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:07,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:08,117.157057,39.1000598,0.0,1.0
2023-07-19 09:36:09,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:10,117.157057,39.1000598,0.0,1.0
2023-07-19 09:36:11,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:12,117.157057,39.1000598,0.0,1.0
2023-07-19 09:36:13,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:14,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:15,117.157057,39.1000598,0.0,1.0
2023-07-19 09:36:16,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:17,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:18,117.157057,39.1000598,0.3,1.0
2023-07-19 09:36:19,117.157057,39.1000598,0.3,1.0
2023-07-19 09:36:20,117.157057,39.1000598,0.3,1.0
2023-07-19 09:36:21,117.157057,39.1000598,0.5,1.0
2023-07-19 09:36:22,117.157057,39.1000598,0.0,1.0
2023-07-19 09:36:23,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:24,117.157057,39.1000598,0.0,1.0
2023-07-19 09:36:25,117.157057,39.1000598,0.1,1.0
2023-07-19 09:36:26,117.157057,39.1000598,0.1,1.0
