Datetime,Longitude,Latitude,SPEED,delta_time
2023-07-11 09:54:33,117.1518803,39.1046316,0.0,0.0
2023-07-11 09:54:34,117.1518735,39.1046321,0.0,1.0
2023-07-11 09:54:35,117.1518846,39.1046326,0.0,1.0
2023-07-11 09:54:36,117.1518977,39.1046254,0.0,1.0
2023-07-11 09:54:37,117.1518985,39.10462343333334,0.0,1.6666666666666665
2023-07-11 09:54:38,117.15189930000001,39.104621466666664,0.0,2.333333333333333
2023-07-11 09:54:39,117.1519001,39.1046195,0.0,3.0
2023-07-11 09:54:40,117.15192066666667,39.104598466666666,0.03333333333333333,3.0
2023-07-11 09:54:41,117.15194123333333,39.10457743333333,0.06666666666666667,3.0
2023-07-11 09:54:42,117.1519618,39.1045564,0.1,3.0
2023-07-11 09:54:43,117.1519516,39.1045519,0.3,1.0
2023-07-11 09:54:44,117.1519351,39.1045521,0.3,1.0
2023-07-11 09:54:45,117.151936,39.1045534,0.5,1.0
2023-07-11 09:54:46,117.1519374,39.1045567,0.1,1.0
2023-07-11 09:54:47,117.1519402,39.1045573,0.3,1.0
2023-07-11 09:54:48,117.1519365,39.1045572,0.5,1.0
2023-07-11 09:54:49,117.1519323,39.1045571,0.0,1.0
2023-07-11 09:54:50,117.1519238,39.1045572,0.9,1.0
2023-07-11 09:54:51,117.1519157,39.1045581,0.5,1.0
2023-07-11 09:54:52,117.1519054,39.1045576,0.5,1.0
2023-07-11 09:54:53,117.1519,39.1045523,0.9,1.0
2023-07-11 09:54:54,117.1518979,39.1045452,0.1,1.0
2023-07-11 09:54:55,117.1519013,39.104538,0.1,1.0
2023-07-11 09:54:56,117.1519036,39.1045341,0.0,1.0
2023-07-11 09:54:57,117.1519018,39.1045302,0.3,1.0
2023-07-11 09:54:58,117.1518989,39.1045271,0.1,1.0
2023-07-11 09:54:59,117.1518955,39.1045225,0.0,1.0
2023-07-11 09:55:00,117.1518971,39.104518,0.0,1.0
2023-07-11 09:55:01,117.1519024,39.1045135,0.1,1.0
2023-07-11 09:55:02,117.1519079,39.1045126,0.9,1.0
2023-07-11 09:55:03,117.1519131,39.1045112,0.9,1.0
2023-07-11 09:55:04,117.1519156,39.1045097,0.0,1.0
2023-07-11 09:55:05,117.1519159,39.1045079,0.1,1.0
2023-07-11 09:55:06,117.1519145,39.1045089,0.3,1.0
2023-07-11 09:55:07,117.1519138,39.1045132,0.1,1.0
2023-07-11 09:55:08,117.1519145,39.1045187,0.5,1.0
2023-07-11 09:55:09,117.1519155,39.1045246,0.1,1.0
2023-07-11 09:55:10,117.151914,39.1045305,0.5,1.0
2023-07-11 09:55:11,117.151912,39.1045355,0.1,1.0
2023-07-11 09:55:12,117.1519089,39.1045403,0.0,1.0
2023-07-11 09:55:13,117.1519087,39.1045429,0.3,1.0
2023-07-11 09:55:14,117.1519079,39.1045471,1.2,1.0
2023-07-11 09:55:15,117.1519072,39.1045509,0.5,1.0
2023-07-11 09:55:16,117.1519049,39.1045557,0.0,1.0
2023-07-11 09:55:17,117.1519044,39.1045587,0.3,1.0
2023-07-11 09:55:18,117.1519043,39.1045619,0.1,1.0
2023-07-11 09:55:19,117.1519038,39.1045643,0.0,1.0
2023-07-11 09:55:20,117.151903,39.1045655,0.0,1.0
2023-07-11 09:55:21,117.1519027,39.1045652,0.0,1.0
2023-07-11 09:55:22,117.1519039,39.1045628,0.1,1.0
2023-07-11 09:55:23,117.1519083,39.1045609,1.1,0.5
2023-07-11 09:55:24,117.15191565,39.104558,1.15,1.25
2023-07-11 09:55:25,117.151923,39.1045551,1.2,2.0
2023-07-11 09:55:26,117.1519328,39.1045519,0.5,1.0
2023-07-11 09:55:27,117.1519428,39.1045513,0.9,1.0
2023-07-11 09:55:28,117.1519498,39.1045513,1.8,1.0
2023-07-11 09:55:29,117.151954,39.1045503,1.4,1.0
2023-07-11 09:55:30,117.1519559,39.1045485,0.3,1.0
2023-07-11 09:55:31,117.1519571,39.1045477,1.1,1.0
2023-07-11 09:55:32,117.1519553,39.1045484,1.6,1.0
2023-07-11 09:55:33,117.1519563,39.1045498,1.2,1.0
2023-07-11 09:55:34,117.1519589,39.1045521,1.4,1.0
2023-07-11 09:55:35,117.1519633,39.1045538,0.7,1.0
2023-07-11 09:55:36,117.1519649,39.1045546,0.1,1.0
2023-07-11 09:55:37,117.1519649,39.1045546,0.0,1.0
2023-07-11 09:55:38,117.1519649,39.1045546,0.5,1.0
2023-07-11 09:55:39,117.1519649,39.1045546,0.5,1.0
2023-07-11 09:55:40,117.1519649,39.1045546,0.5,1.0
2023-07-11 09:55:41,117.1519649,39.1045546,0.7,1.0
2023-07-11 09:55:42,117.1519649,39.1045546,0.7,1.0
2023-07-11 09:55:43,117.1519649,39.1045546,0.1,1.0
2023-07-11 09:55:44,117.1519649,39.1045546,0.3,1.0
2023-07-11 09:55:45,117.1519649,39.1045546,0.5,1.0
2023-07-11 09:55:46,117.1519649,39.1045546,0.9,1.0
2023-07-11 09:55:47,117.1519649,39.1045546,0.1,1.0
2023-07-11 09:55:48,117.1519856,39.1045532,0.1,1.0
2023-07-11 09:55:49,117.1520063,39.1045519,0.3,1.0
2023-07-11 09:55:50,117.1520271,39.1045504,0.5,1.0
2023-07-11 09:55:51,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:55:52,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:55:53,117.1520271,39.1045504,0.0,1.0
2023-07-11 09:55:54,117.1520271,39.1045504,0.5,1.0
2023-07-11 09:55:55,117.1520271,39.1045504,0.5,1.0
2023-07-11 09:55:56,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:55:57,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:55:58,117.1520271,39.1045504,0.9,1.0
2023-07-11 09:55:59,117.1520271,39.1045504,2.4,1.0
2023-07-11 09:56:00,117.1520271,39.1045504,1.1,1.0
2023-07-11 09:56:01,117.1520271,39.1045504,0.0,1.0
2023-07-11 09:56:02,117.1520271,39.1045504,0.0,1.0
2023-07-11 09:56:03,117.1520271,39.1045504,0.5,1.0
2023-07-11 09:56:04,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:56:05,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:56:06,117.1520271,39.1045504,0.5,1.0
2023-07-11 09:56:07,117.1520271,39.1045504,0.3,1.0
2023-07-11 09:56:08,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:56:09,117.1520271,39.1045504,0.3,1.0
2023-07-11 09:56:10,117.1520271,39.1045504,0.3,1.0
2023-07-11 09:56:11,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:56:12,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:56:13,117.1520271,39.1045504,0.5,1.0
2023-07-11 09:56:14,117.1520271,39.1045504,0.0,1.0
2023-07-11 09:56:15,117.1520271,39.1045504,0.5,1.0
2023-07-11 09:56:16,117.1520271,39.1045504,0.0,1.0
2023-07-11 09:56:17,117.1520271,39.1045504,0.1,1.0
2023-07-11 09:56:18,117.1520134,39.1045628,0.3,1.0
2023-07-11 09:56:19,117.1519997,39.1045752,0.3,1.0
2023-07-11 09:56:20,117.151986,39.1045876,0.3,1.0
2023-07-11 09:56:21,117.151986,39.1045876,0.5,1.0
2023-07-11 09:56:22,117.151986,39.1045876,0.0,1.0
2023-07-11 09:56:23,117.151986,39.1045876,0.1,1.0
2023-07-11 09:56:24,117.151986,39.1045876,0.5,1.0
2023-07-11 09:56:25,117.151986,39.1045876,0.3,1.0
2023-07-11 09:56:26,117.151986,39.1045876,0.5,1.0
2023-07-11 09:56:27,117.151986,39.1045876,0.5,1.0
2023-07-11 09:56:28,117.151986,39.1045876,0.3,1.0
2023-07-11 09:56:29,117.151986,39.1045876,0.1,1.0
2023-07-11 09:56:30,117.151986,39.1045876,0.0,1.0
2023-07-11 09:56:31,117.151986,39.1045876,1.2,1.0
2023-07-11 09:56:32,117.1519718,39.1045901,1.6,1.0
2023-07-11 09:56:33,117.151956,39.1045901,2.5,1.0
2023-07-11 09:56:34,117.1519371,39.104587,4.2,1.0
2023-07-11 09:56:35,117.1519294,39.1045778,4.2,1.0
2023-07-11 09:56:36,117.1519186,39.1045669,4.8,1.0
2023-07-11 09:56:37,117.1519045,39.1045539,5.3,1.0
2023-07-11 09:56:38,117.1518888,39.1045367,6.2,1.0
2023-07-11 09:56:39,117.1518758,39.1045156,7.0,1.0
2023-07-11 09:56:40,117.1518667,39.1044898,7.9,1.0
2023-07-11 09:56:41,117.1518596,39.1044622,8.3,1.0
2023-07-11 09:56:42,117.1518543,39.104434,8.8,1.0
2023-07-11 09:56:43,117.1518504,39.1044073,9.0,1.0
2023-07-11 09:56:44,117.1518479,39.1043803,9.2,1.0
2023-07-11 09:56:45,117.151851,39.1043555,9.0,1.0
2023-07-11 09:56:46,117.1518598,39.1043343,8.8,1.0
2023-07-11 09:56:47,117.1518783,39.1043195,8.7,1.0
2023-07-11 09:56:48,117.1518986,39.1043094,8.3,1.0
2023-07-11 09:56:49,117.1519201,39.104303,8.3,1.0
2023-07-11 09:56:50,117.1519436,39.1042985,8.3,1.0
2023-07-11 09:56:51,117.1519703,39.1042968,8.7,1.0
2023-07-11 09:56:52,117.1520026,39.104295,9.0,1.0
2023-07-11 09:56:53,117.1520383,39.1042931,9.4,1.0
2023-07-11 09:56:54,117.1520769,39.1042889,9.8,1.0
2023-07-11 09:56:55,117.1521171,39.1042844,10.0,1.0
2023-07-11 09:56:56,117.1521576,39.1042802,10.5,1.0
2023-07-11 09:56:57,117.1522008,39.1042776,11.1,1.0
2023-07-11 09:56:58,117.1522475,39.104277,11.6,1.0
2023-07-11 09:56:59,117.1522994,39.1042772,12.4,1.0
